KinArMFt,Terulet,Terasz,Szoba,Felszoba,Furdoszoba,Emelet,DeliTaj,Buda,Pest,Kerulet,Terulet_70,Terasz_5,Szoba_2,Felszoba_1,Furdoszoba_1,Emelet_2,DeliTaj_1,Buda_1,OSzoba,stKinAr,stTerulet,stTerasz,stSzoba,stFelszoba,stFurdoszoba,stEmelet,stDeliTaj,stBuda,B_Terulet,B_Terasz,B_Szoba,B_Felszoba,B_Furdoszoba,B_Emelet,B_DeliTaj,P_Terulet,P_Terasz,P_Szoba,P_Felszoba,P_Furdoszoba,P_Emelet,P_DeliTaj,Emelet2,TeruletSzoba,TeruletFelszoba,BudaSzoba
10.7,32,0,1,0,1,2,0,1,0,1,-38,-5,-1,-1,0,0,-1,0,1,-0.8044088718,-1.0663228607,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,32,0,1,0,1,2,0,0,0,0,0,0,0,0,4,32,0,1
10,32,0,1,0,1,2,0,1,0,1,-38,-5,-1,-1,0,0,-1,0,1,-0.8400579913,-1.0663228607,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,32,0,1,0,1,2,0,0,0,0,0,0,0,0,4,32,0,1
10.5,32,0,1,0,1,2,0,1,0,1,-38,-5,-1,-1,0,0,-1,0,1,-0.8145943345,-1.0663228607,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,32,0,1,0,1,2,0,0,0,0,0,0,0,0,4,32,0,1
12,34,0,1,0,1,1,1,1,0,1,-36,-5,-1,-1,0,-1,0,0,1,-0.738203364,-1.0189107406,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,34,0,1,0,1,1,1,0,0,0,0,0,0,0,1,34,0,1
13,34,0,1,0,1,1,1,1,0,1,-36,-5,-1,-1,0,-1,0,0,1,-0.6872760504,-1.0189107406,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,34,0,1,0,1,1,1,0,0,0,0,0,0,0,1,34,0,1
13.9,35,0,1,0,1,0,1,1,0,1,-35,-5,-1,-1,0,-2,0,0,1,-0.6414414682,-0.9952046805,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,35,0,1,0,1,0,1,0,0,0,0,0,0,0,0,35,0,1
17.2,43,0,2,0,1,1,0,1,0,1,-27,-5,0,-1,0,-1,-1,0,2,-0.4733813332,-0.8055562001,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,43,0,2,0,1,1,0,0,0,0,0,0,0,0,1,86,0,2
15.9,44,3,1,0,1,2,0,1,0,1,-26,-2,-1,-1,0,0,-1,0,1,-0.5395868409,-0.78185014,-0.1890264947,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,44,3,1,0,1,2,0,0,0,0,0,0,0,0,4,44,0,1
13.9,46,0,2,1,1,3,1,1,0,1,-24,-5,0,0,0,1,0,0,2.5,-0.6414414682,-0.7344380199,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,46,0,2,1,1,3,1,0,0,0,0,0,0,0,9,92,46,2
18,47,0,1,0,1,2,0,1,0,1,-23,-5,-1,-1,0,0,-1,0,1,-0.4326394823,-0.7107319598,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,47,0,1,0,1,2,0,0,0,0,0,0,0,0,4,47,0,1
14.9,47,3,1,0,1,2,0,1,0,1,-23,-2,-1,-1,0,0,-1,0,1,-0.5905141545,-0.7107319598,-0.1890264947,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,47,3,1,0,1,2,0,0,0,0,0,0,0,0,4,47,0,1
20,47,0,2,0,1,1,0,1,0,1,-23,-5,0,-1,0,-1,-1,0,2,-0.3307848551,-0.7107319598,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,47,0,2,0,1,1,0,0,0,0,0,0,0,0,1,94,0,2
15.5,48,0,2,1,1,0,0,1,0,1,-22,-5,0,0,0,-2,-1,0,2.5,-0.5599577664,-0.6870258998,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,48,0,2,1,1,0,0,0,0,0,0,0,0,0,0,96,48,2
28.9,50,15,2,1,1,1,1,1,0,1,-20,10,0,0,0,-1,0,0,2.5,0.1224682362,-0.6396137797,0.7955545804,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,50,15,2,1,1,1,1,0,0,0,0,0,0,0,1,100,50,2
19.9,50,0,3,0,1,1,1,1,0,1,-20,-5,1,-1,0,-1,0,0,3,-0.3358775864,-0.6396137797,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,50,0,3,0,1,1,1,0,0,0,0,0,0,0,1,150,0,3
15.9,51,0,1,0,1,2,1,1,0,1,-19,-5,-1,-1,0,0,0,0,1,-0.5395868409,-0.6159077196,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,51,0,1,0,1,2,1,0,0,0,0,0,0,0,4,51,0,1
16.5,52,3,2,0,1,3,1,1,0,1,-18,-2,0,-1,0,1,0,0,2,-0.5090304527,-0.5922016596,-0.1890264947,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,52,3,2,0,1,3,1,0,0,0,0,0,0,0,9,104,0,2
20,53,0,2,0,1,0,1,1,0,1,-17,-5,0,-1,0,-2,0,0,2,-0.3307848551,-0.5684955995,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,53,0,2,0,1,0,1,0,0,0,0,0,0,0,0,106,0,2
17.3,55,0,2,0,1,2,0,1,0,1,-15,-5,0,-1,0,0,-1,0,2,-0.4682886018,-0.5210834794,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,55,0,2,0,1,2,0,0,0,0,0,0,0,0,4,110,0,2
17.9,56,0,2,0,1,1,0,1,0,1,-14,-5,0,-1,0,-1,-1,0,2,-0.4377322137,-0.4973774193,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,56,0,2,0,1,1,0,0,0,0,0,0,0,0,1,112,0,2
16.9,56,0,2,0,1,2,0,1,0,1,-14,-5,0,-1,0,0,-1,0,2,-0.4886595273,-0.4973774193,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,56,0,2,0,1,2,0,0,0,0,0,0,0,0,4,112,0,2
20,57,0,1,0,1,3,0,1,0,1,-13,-5,-1,-1,0,1,-1,0,1,-0.3307848551,-0.4736713593,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,57,0,1,0,1,3,0,0,0,0,0,0,0,0,9,57,0,1
20,57,0,1,0,1,3,0,1,0,1,-13,-5,-1,-1,0,1,-1,0,1,-0.3307848551,-0.4736713593,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,57,0,1,0,1,3,0,0,0,0,0,0,0,0,9,57,0,1
18.9,58,0,2,0,1,5,0,1,0,1,-12,-5,0,-1,0,3,-1,0,2,-0.3868049,-0.4499652992,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.7876737428,-1.0477242781,1.0904974818,58,0,2,0,1,5,0,0,0,0,0,0,0,0,25,116,0,2
17,58,0,3,1,1,1,1,1,0,1,-12,-5,1,0,0,-1,0,0,3.5,-0.4835667959,-0.4499652992,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,58,0,3,1,1,1,1,0,0,0,0,0,0,0,1,174,58,3
28,58.5,0,2,0,1,0,1,1,0,1,-11.5,-5,0,-1,0,-2,0,0,2,0.0766336539,-0.4381122692,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,58.5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,117,0,2
25.9,59,8,2,1,1,5,1,1,0,1,-11,3,0,0,0,3,0,0,2.5,-0.0303137047,-0.4262592392,0.2212156199,-0.4854613208,0.9709960881,-0.2942849861,1.7876737428,0.9537707423,1.0904974818,59,8,2,1,1,5,1,0,0,0,0,0,0,0,25,118,59,2
16.8,62,0,3,1,1,2,0,1,0,1,-8,-5,1,0,0,0,-1,0,3.5,-0.4937522586,-0.355141059,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,62,0,3,1,1,2,0,0,0,0,0,0,0,0,4,186,62,3
27.8,64,7,2,0,1,0,1,1,0,1,-6,2,0,-1,0,-2,0,0,2,0.0664481912,-0.3077289389,0.139167197,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,64,7,2,0,1,0,1,0,0,0,0,0,0,0,0,128,0,2
26,65,0,2,0,1,0,0,1,0,1,-5,-5,0,-1,0,-2,-1,0,2,-0.0252209733,-0.2840228788,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,65,0,2,0,1,0,0,0,0,0,0,0,0,0,0,130,0,2
21.2,66,2,2,0,1,3,1,1,0,1,-4,-3,0,-1,0,1,0,0,2,-0.2696720787,-0.2603168188,-0.2710749176,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,66,2,2,0,1,3,1,0,0,0,0,0,0,0,9,132,0,2
18,70,3,2,0,1,1,1,1,0,1,0,-2,0,-1,0,-1,0,0,2,-0.4326394823,-0.1654925785,-0.1890264947,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,70,3,2,0,1,1,1,0,0,0,0,0,0,0,1,140,0,2
20.5,70,4,3,1,1,2,0,1,0,1,0,-1,1,0,0,0,-1,0,3.5,-0.3053211982,-0.1654925785,-0.1069780718,0.339881626,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,70,4,3,1,1,2,0,0,0,0,0,0,0,0,4,210,70,3
21,74,0,2,0,1,3,0,1,0,1,4,-5,0,-1,0,1,-1,0,2,-0.2798575414,-0.0706683383,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,74,0,2,0,1,3,0,0,0,0,0,0,0,0,9,148,0,2
26,80,0,2,0,1,0,0,1,0,1,10,-5,0,-1,0,-2,-1,0,2,-0.0252209733,0.0715680221,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,80,0,2,0,1,0,0,0,0,0,0,0,0,0,0,160,0,2
33,80,25,3,1,1,0,1,1,0,1,10,20,1,0,0,-2,0,0,3.5,0.3312702221,0.0715680221,1.6160388097,0.339881626,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,80,25,3,1,1,0,1,0,0,0,0,0,0,0,0,240,80,3
58,80,0,4,1,2,0,1,1,0,1,10,-5,2,0,1,-2,0,0,4.5,1.6044530626,0.0715680221,-0.4351717635,1.1652245729,0.9709960881,2.0836730051,-1.1053618032,0.9537707423,1.0904974818,80,0,4,1,2,0,1,0,0,0,0,0,0,0,0,320,80,4
26.5,81,0,4,1,1,1,0,1,0,1,11,-5,2,0,0,-1,-1,0,4.5,0.0002426835,0.0952740821,-0.4351717635,1.1652245729,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,81,0,4,1,1,1,0,0,0,0,0,0,0,0,1,324,81,4
26,82,4,2,0,1,1,0,1,0,1,12,-1,0,-1,0,-1,-1,0,2,-0.0252209733,0.1189801422,-0.1069780718,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,82,4,2,0,1,1,0,0,0,0,0,0,0,0,1,164,0,2
33,84,0,3,1,1,3,0,1,0,1,14,-5,1,0,0,1,-1,0,3.5,0.3312702221,0.1663922623,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,84,0,3,1,1,3,0,0,0,0,0,0,0,0,9,252,84,3
25,84,15,3,0,1,1,0,1,0,1,14,10,1,-1,0,-1,-1,0,3,-0.0761482869,0.1663922623,0.7955545804,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,84,15,3,0,1,1,0,0,0,0,0,0,0,0,1,252,0,3
44.9,84,0,4,2,1,1,0,1,0,1,14,-5,2,1,0,-1,-1,0,5,0.9373052542,0.1663922623,-0.4351717635,1.1652245729,2.5752504945,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,84,0,4,2,1,1,0,0,0,0,0,0,0,0,1,336,168,4
27.9,88,0,2,0,1,0,1,1,0,1,18,-5,0,-1,0,-2,0,0,2,0.0715409226,0.2612165025,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,88,0,2,0,1,0,1,0,0,0,0,0,0,0,0,176,0,2
23.9,88,5,3,1,1,1,1,1,0,1,18,0,1,0,0,-1,0,0,3.5,-0.1321683319,0.2612165025,-0.0249296488,0.339881626,0.9709960881,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,88,5,3,1,1,1,1,0,0,0,0,0,0,0,1,264,88,3
25.5,89,0,3,1,1,3,1,1,0,1,19,-5,1,0,0,1,0,0,3.5,-0.0506846301,0.2849225626,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,89,0,3,1,1,3,1,0,0,0,0,0,0,0,9,267,89,3
25.9,92,0,4,0,1,0,1,1,0,1,22,-5,2,-1,0,-2,0,0,4,-0.0303137047,0.3560407427,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,92,0,4,0,1,0,1,0,0,0,0,0,0,0,0,368,0,4
33,94,3,2,1,1,2,0,1,0,1,24,-2,0,0,0,0,-1,0,2.5,0.3312702221,0.4034528629,-0.1890264947,-0.4854613208,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,94,3,2,1,1,2,0,0,0,0,0,0,0,0,4,188,94,2
37.5,94,2.6,3,1,1,2,0,1,0,1,24,-2.4,1,0,0,0,-1,0,3.5,0.5604431334,0.4034528629,-0.2218458639,0.339881626,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,94,2.6,3,1,1,2,0,0,0,0,0,0,0,0,4,282,94,3
56,100,18,3,0,1,3,1,1,0,1,30,13,1,-1,0,1,0,0,3,1.5025984354,0.5456892232,1.0416998492,0.339881626,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,100,18,3,0,1,3,1,0,0,0,0,0,0,0,9,300,0,3
39.9,101,0,3,0,1,3,1,1,0,1,31,-5,1,-1,0,1,0,0,3,0.6826686861,0.5693952833,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,101,0,3,0,1,3,1,0,0,0,0,0,0,0,9,303,0,3
26.9,101,0,4,1,1,3,1,1,0,1,31,-5,2,0,0,1,0,0,4.5,0.0206136089,0.5693952833,-0.4351717635,1.1652245729,0.9709960881,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,101,0,4,1,1,3,1,0,0,0,0,0,0,0,9,404,101,4
36.5,105,4,3,0,1,4,1,1,0,1,35,-1,1,-1,0,2,0,0,3,0.5095158197,0.6642195235,-0.1069780718,0.339881626,-0.6332583183,-0.2942849861,1.2090666336,0.9537707423,1.0904974818,105,4,3,0,1,4,1,0,0,0,0,0,0,0,16,315,0,3
39.8,110,7,3,0,1,2,0,1,0,1,40,2,1,-1,0,0,-1,0,3,0.6775759547,0.7827498238,0.139167197,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,110,7,3,0,1,2,0,0,0,0,0,0,0,0,4,330,0,3
35,110,3,4,0,1,3,1,1,0,1,40,-2,2,-1,0,1,0,0,4,0.4331248493,0.7827498238,-0.1890264947,1.1652245729,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,110,3,4,0,1,3,1,0,0,0,0,0,0,0,9,440,0,4
32,112,0,3,0,1,1,1,1,0,1,42,-5,1,-1,0,-1,0,0,3,0.2803429084,0.8301619439,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,112,0,3,0,1,1,1,0,0,0,0,0,0,0,1,336,0,3
87.5,120,8,3,0,2,1,0,1,0,1,50,3,1,-1,1,-1,-1,0,3,3.1068088145,1.0198104244,0.2212156199,0.339881626,-0.6332583183,2.0836730051,-0.526754694,-1.0477242781,1.0904974818,120,8,3,0,2,1,0,0,0,0,0,0,0,0,1,360,0,3
36,121,0,3,0,1,1,0,1,0,1,51,-5,1,-1,0,-1,-1,0,3,0.4840521629,1.0435164844,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,121,0,3,0,1,1,0,0,0,0,0,0,0,0,1,363,0,3
39,121,0,4,0,2,0,0,1,0,1,51,-5,2,-1,1,-2,-1,0,4,0.6368341038,1.0435164844,-0.4351717635,1.1652245729,-0.6332583183,2.0836730051,-1.1053618032,-1.0477242781,1.0904974818,121,0,4,0,2,0,0,0,0,0,0,0,0,0,0,484,0,4
75,122,0,2,2,2,3,0,1,0,1,52,-5,0,1,1,1,-1,0,3,2.4702173942,1.0672225445,-0.4351717635,-0.4854613208,2.5752504945,2.0836730051,0.6304595244,-1.0477242781,1.0904974818,122,0,2,2,2,3,0,0,0,0,0,0,0,0,9,244,244,2
39.5,123,0,5,0,2,1,0,1,0,1,53,-5,3,-1,1,-1,-1,0,5,0.6622977606,1.0909286045,-0.4351717635,1.9905675197,-0.6332583183,2.0836730051,-0.526754694,-1.0477242781,1.0904974818,123,0,5,0,2,1,0,0,0,0,0,0,0,0,1,615,0,5
55,127,0,3,1,2,2,1,1,0,1,57,-5,1,0,1,0,0,0,3.5,1.4516711218,1.1857528448,-0.4351717635,0.339881626,0.9709960881,2.0836730051,0.0518524152,0.9537707423,1.0904974818,127,0,3,1,2,2,1,0,0,0,0,0,0,0,4,381,127,3
51.5,134.25,5.8,6,1,2,3,0,1,0,1,64.25,0.8,4,0,1,1,-1,0,6.5,1.2734255241,1.3576217802,0.0407090895,2.8159104666,0.9709960881,2.0836730051,0.6304595244,-1.0477242781,1.0904974818,134.25,5.8,6,1,2,3,0,0,0,0,0,0,0,0,9,805.5,134.25,6
56,160,12,5,0,1,2,1,1,0,1,90,7,3,-1,0,0,0,0,5,1.5025984354,1.9680528267,0.5494093117,1.9905675197,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,160,12,5,0,1,2,1,0,0,0,0,0,0,0,4,800,0,5
49,169,0,4,0,3,4,1,1,0,1,99,-5,2,-1,2,2,0,0,4,1.14610724,2.1814073672,-0.4351717635,1.1652245729,-0.6332583183,4.4616309964,1.2090666336,0.9537707423,1.0904974818,169,0,4,0,3,4,1,0,0,0,0,0,0,0,16,676,0,4
9.6,29,0,1,0,1,0,0,1,0,2,-41,-5,-1,-1,0,-2,-1,0,1,-0.8604289167,-1.1374410409,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29,0,1
10.5,30,0,1,0,1,2,0,1,0,2,-40,-5,-1,-1,0,0,-1,0,1,-0.8145943345,-1.1137349808,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,30,0,1,0,1,2,0,0,0,0,0,0,0,0,4,30,0,1
13.2,36,0,1,0,1,2,0,1,0,2,-34,-5,-1,-1,0,0,-1,0,1,-0.6770905877,-0.9714986205,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,36,0,1,0,1,2,0,0,0,0,0,0,0,0,4,36,0,1
12.2,36,0,1,0,1,3,0,1,0,2,-34,-5,-1,-1,0,1,-1,0,1,-0.7280179013,-0.9714986205,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,36,0,1,0,1,3,0,0,0,0,0,0,0,0,9,36,0,1
11,39,0,2,0,1,0,0,1,0,2,-31,-5,0,-1,0,-2,-1,0,2,-0.7891306777,-0.9003804403,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,39,0,2,0,1,0,0,0,0,0,0,0,0,0,0,78,0,2
14.8,41,0,1,0,1,1,1,1,0,2,-29,-5,-1,-1,0,-1,0,0,1,-0.5956068859,-0.8529683202,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,41,0,1,0,1,1,1,0,0,0,0,0,0,0,1,41,0,1
14.9,42,0,2,1,1,3,0,1,0,2,-28,-5,0,0,0,1,-1,0,2.5,-0.5905141545,-0.8292622601,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,42,0,2,1,1,3,0,0,0,0,0,0,0,0,9,84,42,2
14.5,43,0,1,0,1,0,0,1,0,2,-27,-5,-1,-1,0,-2,-1,0,1,-0.61088508,-0.8055562001,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,43,0,1
12.7,43,0,2,1,1,2,0,1,0,2,-27,-5,0,0,0,0,-1,0,2.5,-0.7025542445,-0.8055562001,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,43,0,2,1,1,2,0,0,0,0,0,0,0,0,4,86,43,2
14.9,44,0,2,1,0,0,0,1,0,2,-26,-5,0,0,-1,-2,-1,0,2.5,-0.5905141545,-0.78185014,-0.4351717635,-0.4854613208,0.9709960881,-2.6722429774,-1.1053618032,-1.0477242781,1.0904974818,44,0,2,1,0,0,0,0,0,0,0,0,0,0,0,88,44,2
13,46,0,2,0,0,0,1,1,0,2,-24,-5,0,-1,-1,-2,0,0,2,-0.6872760504,-0.7344380199,-0.4351717635,-0.4854613208,-0.6332583183,-2.6722429774,-1.1053618032,0.9537707423,1.0904974818,46,0,2,0,0,0,1,0,0,0,0,0,0,0,0,92,0,2
31.5,47,5.5,2,0,1,2,1,1,0,2,-23,0.5,0,-1,0,0,0,0,2,0.2548792516,-0.7107319598,0.0160945626,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,47,5.5,2,0,1,2,1,0,0,0,0,0,0,0,4,94,0,2
23.4,47.5,6,2,1,1,1,0,1,0,2,-22.5,1,0,0,0,-1,-1,0,2.5,-0.1576319887,-0.6988789298,0.0571187741,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,47.5,6,2,1,1,1,0,0,0,0,0,0,0,0,1,95,47.5,2
15.7,48,2,1,0,1,3,1,1,0,2,-22,-3,-1,-1,0,1,0,0,1,-0.5497723036,-0.6870258998,-0.2710749176,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,48,2,1,0,1,3,1,0,0,0,0,0,0,0,9,48,0,1
15.3,49,0,2,0,1,0,1,1,0,2,-21,-5,0,-1,0,-2,0,0,2,-0.5701432291,-0.6633198397,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,49,0,2,0,1,0,1,0,0,0,0,0,0,0,0,98,0,2
24.9,50,8,2,1,1,0,1,1,0,2,-20,3,0,0,0,-2,0,0,2.5,-0.0812410183,-0.6396137797,0.2212156199,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,50,8,2,1,1,0,1,0,0,0,0,0,0,0,0,100,50,2
18.4,50,0,2,0,1,3,0,1,0,2,-20,-5,0,-1,0,1,-1,0,2,-0.4122685569,-0.6396137797,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,50,0,2,0,1,3,0,0,0,0,0,0,0,0,9,100,0,2
16.6,50,0,2,0,1,4,0,1,0,2,-20,-5,0,-1,0,2,-1,0,2,-0.5039377214,-0.6396137797,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,-1.0477242781,1.0904974818,50,0,2,0,1,4,0,0,0,0,0,0,0,0,16,100,0,2
14.9,50,0,2,0,1,3,0,1,0,2,-20,-5,0,-1,0,1,-1,0,2,-0.5905141545,-0.6396137797,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,50,0,2,0,1,3,0,0,0,0,0,0,0,0,9,100,0,2
12.5,50,0,2,1,1,0,1,1,0,2,-20,-5,0,0,0,-2,0,0,2.5,-0.7127397072,-0.6396137797,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,50,0,2,1,1,0,1,0,0,0,0,0,0,0,0,100,50,2
19.9,50.5,4.3,2,1,1,2,0,1,0,2,-19.5,-0.7,0,0,0,0,-1,0,2.5,-0.3358775864,-0.6277607496,-0.0823635449,-0.4854613208,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,50.5,4.3,2,1,1,2,0,0,0,0,0,0,0,0,4,101,50.5,2
14.6,51,0,1,0,1,3,0,1,0,2,-19,-5,-1,-1,0,1,-1,0,1,-0.6057923486,-0.6159077196,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,51,0,1,0,1,3,0,0,0,0,0,0,0,0,9,51,0,1
26,52,0,2,0,1,1,0,1,0,2,-18,-5,0,-1,0,-1,-1,0,2,-0.0252209733,-0.5922016596,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,52,0,2,0,1,1,0,0,0,0,0,0,0,0,1,104,0,2
24.6,52,0,2,0,1,0,1,1,0,2,-18,-5,0,-1,0,-2,0,0,2,-0.0965192124,-0.5922016596,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,52,0,2,0,1,0,1,0,0,0,0,0,0,0,0,104,0,2
19.8,52,0,3,0,1,2,0,1,0,2,-18,-5,1,-1,0,0,-1,0,3,-0.3409703178,-0.5922016596,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,52,0,3,0,1,2,0,0,0,0,0,0,0,0,4,156,0,3
20.8,54,0,2,0,1,0,0,1,0,2,-16,-5,0,-1,0,-2,-1,0,2,-0.2900430042,-0.5447895394,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,54,0,2,0,1,0,0,0,0,0,0,0,0,0,0,108,0,2
30,55,18,1,0,1,0,1,1,0,2,-15,13,-1,-1,0,-2,0,0,1,0.1784882812,-0.5210834794,1.0416998492,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,55,18,1,0,1,0,1,0,0,0,0,0,0,0,0,55,0,1
