KinArMFt,Terulet,Terasz,Szoba,Felszoba,Furdoszoba,Emelet,DeliTaj,Buda,Pest,Kerulet,Terulet_70,Terasz_5,Szoba_2,Felszoba_1,Furdoszoba_1,Emelet_2,DeliTaj_1,Buda_1,OSzoba,stKinAr,stTerulet,stTerasz,stSzoba,stFelszoba,stFurdoszoba,stEmelet,stDeliTaj,stBuda,B_Terulet,B_Terasz,B_Szoba,B_Felszoba,B_Furdoszoba,B_Emelet,B_DeliTaj,P_Terulet,P_Terasz,P_Szoba,P_Felszoba,P_Furdoszoba,P_Emelet,P_DeliTaj,Emelet2,TeruletSzoba,TeruletFelszoba,BudaSzoba
49,110,0,4,0,2,1,1,1,0,3,40,-5,2,-1,1,-1,0,0,4,1.14610724,0.7827498238,-0.4351717635,1.1652245729,-0.6332583183,2.0836730051,-0.526754694,0.9537707423,1.0904974818,110,0,4,0,2,1,1,0,0,0,0,0,0,0,1,440,0,4
62.5,110,60,4,0,2,2,1,1,0,3,40,55,2,-1,1,0,0,0,4,1.8336259739,0.7827498238,4.4877336123,1.1652245729,-0.6332583183,2.0836730051,0.0518524152,0.9537707423,1.0904974818,110,60,4,0,2,2,1,0,0,0,0,0,0,0,4,440,0,4
34.8,110,0,4,0,1,1,1,1,0,3,40,-5,2,-1,0,-1,0,0,4,0.4229393866,0.7827498238,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,110,0,4,0,1,1,1,0,0,0,0,0,0,0,1,440,0,4
78,114,63,5,1,2,0,0,1,0,3,44,58,3,0,1,-2,-1,0,5.5,2.6229993351,0.877574064,4.733878881,1.9905675197,0.9709960881,2.0836730051,-1.1053618032,-1.0477242781,1.0904974818,114,63,5,1,2,0,0,0,0,0,0,0,0,0,0,570,114,5
43.5,116,3,4,1,1,2,1,1,0,3,46,-2,2,0,0,0,0,0,4.5,0.8660070151,0.9249861841,-0.1890264947,1.1652245729,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,116,3,4,1,1,2,1,0,0,0,0,0,0,0,4,464,116,4
69.5,118,18.5,5,1,2,4,0,1,0,3,48,13.5,3,0,1,2,-1,0,5.5,2.1901171693,0.9723983042,1.0827240607,1.9905675197,0.9709960881,2.0836730051,1.2090666336,-1.0477242781,1.0904974818,118,18.5,5,1,2,4,0,0,0,0,0,0,0,0,16,590,118,5
42,122,5,3,0,1,2,1,1,0,3,52,0,1,-1,0,0,0,0,3,0.7896160447,1.0672225445,-0.0249296488,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,122,5,3,0,1,2,1,0,0,0,0,0,0,0,4,366,0,3
49.5,122,7,6,0,2,4,0,1,0,3,52,2,4,-1,1,2,-1,0,6,1.1715708968,1.0672225445,0.139167197,2.8159104666,-0.6332583183,2.0836730051,1.2090666336,-1.0477242781,1.0904974818,122,7,6,0,2,4,0,0,0,0,0,0,0,0,16,732,0,6
25,125,0,0,0,3,0,1,1,0,3,55,-5,-2,-1,2,-2,0,0,0,-0.0761482869,1.1383407246,-0.4351717635,-2.1361472145,-0.6332583183,4.4616309964,-1.1053618032,0.9537707423,1.0904974818,125,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
43.5,125,0,5,0,2,3,0,1,0,3,55,-5,3,-1,1,1,-1,0,5,0.8660070151,1.1383407246,-0.4351717635,1.9905675197,-0.6332583183,2.0836730051,0.6304595244,-1.0477242781,1.0904974818,125,0,5,0,2,3,0,0,0,0,0,0,0,0,9,625,0,5
62.5,142,40,5,0,2,4,1,1,0,3,72,35,3,-1,1,2,0,0,5,1.8336259739,1.5413437456,2.8467651537,1.9905675197,-0.6332583183,2.0836730051,1.2090666336,0.9537707423,1.0904974818,142,40,5,0,2,4,1,0,0,0,0,0,0,0,16,710,0,5
69,144,25,3,0,2,1,1,1,0,3,74,20,1,-1,1,-1,0,0,3,2.1646535125,1.5887558657,1.6160388097,0.339881626,-0.6332583183,2.0836730051,-0.526754694,0.9537707423,1.0904974818,144,25,3,0,2,1,1,0,0,0,0,0,0,0,1,432,0,3
69,160,20,5,0,1,0,0,1,0,3,90,15,3,-1,0,-2,-1,0,5,2.1646535125,1.9680528267,1.2057966951,1.9905675197,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,160,20,5,0,1,0,0,0,0,0,0,0,0,0,0,800,0,5
52.9,162,20,5,0,2,0,1,1,0,3,92,15,3,-1,1,-2,0,0,5,1.3447237632,2.0154649468,1.2057966951,1.9905675197,-0.6332583183,2.0836730051,-1.1053618032,0.9537707423,1.0904974818,162,20,5,0,2,0,1,0,0,0,0,0,0,0,0,810,0,5
59,180,24,6,0,2,0,1,1,0,3,110,19,4,-1,1,-2,0,0,6,1.6553803763,2.4421740278,1.5339903868,2.8159104666,-0.6332583183,2.0836730051,-1.1053618032,0.9537707423,1.0904974818,180,24,6,0,2,0,1,0,0,0,0,0,0,0,0,1080,0,6
83,186,43,4,0,2,0,1,1,0,3,116,38,2,-1,1,-2,0,0,4,2.8776359032,2.5844103882,3.0929104225,1.1652245729,-0.6332583183,2.0836730051,-1.1053618032,0.9537707423,1.0904974818,186,43,4,0,2,0,1,0,0,0,0,0,0,0,0,744,0,4
57,200,30,5,0,2,2,1,1,0,3,130,25,3,-1,1,0,0,0,5,1.553525749,2.916295229,2.0262809244,1.9905675197,-0.6332583183,2.0836730051,0.0518524152,0.9537707423,1.0904974818,200,30,5,0,2,2,1,0,0,0,0,0,0,0,4,1000,0,5
42.6,215,0,3,0,2,0,1,1,0,3,145,-5,1,-1,1,-2,0,0,3,0.8201724328,3.2718861298,-0.4351717635,0.339881626,-0.6332583183,2.0836730051,-1.1053618032,0.9537707423,1.0904974818,215,0,3,0,2,0,1,0,0,0,0,0,0,0,0,645,0,3
6.3,25,18,1,0,1,0,0,0,1,4,-45,13,-1,-1,0,-2,-1,-1,1,-1.0284890517,-1.2322652811,1.0416998492,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,25,18,1,0,1,0,0,0,25,0,0
6.5,27,0,1,0,1,0,0,0,1,4,-43,-5,-1,-1,0,-2,-1,-1,1,-1.018303589,-1.184853161,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,27,0,1,0,1,0,0,0,27,0,0
10.4,33,0,1,0,1,0,1,0,1,4,-37,-5,-1,-1,0,-2,0,-1,1,-0.8196870658,-1.0426168007,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,33,0,1,0,1,0,1,0,33,0,0
9.1,36,0,2,1,1,4,0,0,1,4,-34,-5,0,0,0,2,-1,-1,2.5,-0.8858925735,-0.9714986205,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,1.2090666336,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,36,0,2,1,1,4,0,16,72,36,0
12.6,36.3,6,2,1,1,3,0,0,1,4,-33.7,1,0,0,0,1,-1,-1,2.5,-0.7076469759,-0.9643868025,0.0571187741,-0.4854613208,0.9709960881,-0.2942849861,0.6304595244,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,36.3,6,2,1,1,3,0,9,72.6,36.3,0
9,38,20,1,0,1,0,0,0,1,4,-32,15,-1,-1,0,-2,-1,-1,1,-0.8909853049,-0.9240865004,1.2057966951,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,38,20,1,0,1,0,0,0,38,0,0
12.9,41,0,2,1,1,1,0,0,1,4,-29,-5,0,0,0,-1,-1,-1,2.5,-0.6923687818,-0.8529683202,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,41,0,2,1,1,1,0,1,82,41,0
8.8,41,0,2,1,1,1,0,0,1,4,-29,-5,0,0,0,-1,-1,-1,2.5,-0.9011707676,-0.8529683202,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,41,0,2,1,1,1,0,1,82,41,0
8.3,41,0,2,0,1,0,0,0,1,4,-29,-5,0,-1,0,-2,-1,-1,2,-0.9266344244,-0.8529683202,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,41,0,2,0,1,0,0,0,82,0,0
13.5,42,0,3,1,1,3,0,0,1,4,-28,-5,1,0,0,1,-1,-1,3.5,-0.6618123936,-0.8292622601,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.6304595244,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,42,0,3,1,1,3,0,9,126,42,0
16.9,43,35,2,0,1,0,1,0,1,4,-27,30,0,-1,0,-2,0,-1,2,-0.4886595273,-0.8055562001,2.436523039,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,43,35,2,0,1,0,1,0,86,0,0
14,48,5,2,0,1,1,1,0,1,4,-22,0,0,-1,0,-1,0,-1,2,-0.6363487368,-0.6870258998,-0.0249296488,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,48,5,2,0,1,1,1,1,96,0,0
13.2,53,4,2,0,1,4,1,0,1,4,-17,-1,0,-1,0,2,0,-1,2,-0.6770905877,-0.5684955995,-0.1069780718,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,53,4,2,0,1,4,1,16,106,0,0
12,53.23,4.5,2,0,1,2,0,0,1,4,-16.77,-0.5,0,-1,0,0,-1,-1,2,-0.738203364,-0.5630432057,-0.0659538603,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,53.23,4.5,2,0,1,2,0,4,106.46,0,0
9.9,54,3,2,0,1,5,0,0,1,4,-16,-2,0,-1,0,3,-1,-1,2,-0.8451507226,-0.5447895394,-0.1890264947,-0.4854613208,-0.6332583183,-0.2942849861,1.7876737428,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,54,3,2,0,1,5,0,25,108,0,0
13.8,56,4,2,0,1,3,1,0,1,4,-14,-1,0,-1,0,1,0,-1,2,-0.6465341995,-0.4973774193,-0.1069780718,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,56,4,2,0,1,3,1,9,112,0,0
11.8,61,0,2,0,1,1,0,0,1,4,-9,-5,0,-1,0,-1,-1,-1,2,-0.7483888268,-0.378847119,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,61,0,2,0,1,1,0,1,122,0,0
10.8,63,0,2,0,1,2,1,0,1,4,-7,-5,0,-1,0,0,0,-1,2,-0.7993161404,-0.3314349989,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,63,0,2,0,1,2,1,4,126,0,0
15.5,63.8,14,3,2,1,0,0,0,1,4,-6.2,9,1,1,0,-2,-1,-1,4,-0.5599577664,-0.3124701509,0.7135061575,0.339881626,2.5752504945,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,63.8,14,3,2,1,0,0,0,191.4,127.6,0
14.5,64,0,2,0,1,0,0,0,1,4,-6,-5,0,-1,0,-2,-1,-1,2,-0.61088508,-0.3077289389,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,64,0,2,0,1,0,0,0,128,0,0
24.7,64.5,13,3,2,1,0,1,0,1,4,-5.5,8,1,1,0,-2,0,-1,4,-0.091426481,-0.2958759088,0.6314577346,0.339881626,2.5752504945,-0.2942849861,-1.1053618032,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,64.5,13,3,2,1,0,1,0,193.5,129,0
24,66,5.4,3,2,1,1,0,0,1,4,-4,0.4,1,1,0,-1,-1,-1,4,-0.1270756006,-0.2603168188,0.0078897203,0.339881626,2.5752504945,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,66,5.4,3,2,1,1,0,1,198,132,0
17.6,74,3.3,3,1,1,1,0,0,1,4,4,-1.7,1,0,0,-1,-1,-1,3.5,-0.4530104077,-0.0706683383,-0.1644119678,0.339881626,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,74,3.3,3,1,1,1,0,1,222,74,0
12.6,76.55,2.5,3,1,1,1,1,0,1,4,6.55,-2.5,1,0,0,-1,0,-1,3.5,-0.7076469759,-0.0102178851,-0.2300507062,0.339881626,0.9709960881,-0.2942849861,-0.526754694,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,76.55,2.5,3,1,1,1,1,1,229.65,76.55,0
23.5,76.8,6,3,1,1,2,1,0,1,4,6.8,1,1,0,0,0,0,-1,3.5,-0.1525392574,-0.0042913701,0.0571187741,0.339881626,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,76.8,6,3,1,1,2,1,4,230.4,76.8,0
23.2,82,0,3,1,1,0,1,0,1,4,12,-5,1,0,0,-2,0,-1,3.5,-0.1678174515,0.1189801422,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,82,0,3,1,1,0,1,0,246,82,0
27.5,111,20,2,0,1,0,0,0,1,4,41,15,0,-1,0,-2,-1,-1,2,0.0511699971,0.8064558838,1.2057966951,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,111,20,2,0,1,0,0,0,222,0,0
62.5,250,34.5,0,0,0,0,0,0,1,4,180,29.5,-2,-1,-1,-2,-1,-1,0,1.8336259739,4.1015982319,2.3954988276,-2.1361472145,-0.6332583183,-2.6722429774,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,250,34.5,0,0,0,0,0,0,0,0,0
9.4,24,0,1,0,1,4,0,0,1,5,-46,-5,-1,-1,0,2,-1,-1,1,-0.8706143795,-1.2559713412,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,1.2090666336,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,24,0,1,0,1,4,0,16,24,0,0
10.5,26,0,1,0,1,1,0,0,1,5,-44,-5,-1,-1,0,-1,-1,-1,1,-0.8145943345,-1.2085592211,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,26,0,1,0,1,1,0,1,26,0,0
10.8,28,0,1,0,1,0,1,0,1,5,-42,-5,-1,-1,0,-2,0,-1,1,-0.7993161404,-1.1611471009,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,28,0,1,0,1,0,1,0,28,0,0
11.8,32,0,1,0,1,3,1,0,1,5,-38,-5,-1,-1,0,1,0,-1,1,-0.7483888268,-1.0663228607,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,32,0,1,0,1,3,1,9,32,0,0
14.9,35,0,1,0,1,5,0,0,1,5,-35,-5,-1,-1,0,3,-1,-1,1,-0.5905141545,-0.9952046805,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,1.7876737428,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,35,0,1,0,1,5,0,25,35,0,0
13.5,38,0,1,0,1,0,1,0,1,5,-32,-5,-1,-1,0,-2,0,-1,1,-0.6618123936,-0.9240865004,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,38,0,1,0,1,0,1,0,38,0,0
14.5,41,0,2,0,1,0,0,0,1,5,-29,-5,0,-1,0,-2,-1,-1,2,-0.61088508,-0.8529683202,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,41,0,2,0,1,0,0,0,82,0,0
15.5,42,0,1,0,1,2,1,0,1,5,-28,-5,-1,-1,0,0,0,-1,1,-0.5599577664,-0.8292622601,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,42,0,1,0,1,2,1,4,42,0,0
37.9,45,0,1,0,1,1,1,0,1,5,-25,-5,-1,-1,0,-1,0,-1,1,0.5808140588,-0.75814408,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,45,0,1,0,1,1,1,1,45,0,0
19,45,0,1,0,1,2,0,0,1,5,-25,-5,-1,-1,0,0,-1,-1,1,-0.3817121687,-0.75814408,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,45,0,1,0,1,2,0,4,45,0,0
23.5,50,0,2,0,1,4,0,0,1,5,-20,-5,0,-1,0,2,-1,-1,2,-0.1525392574,-0.6396137797,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,50,0,2,0,1,4,0,16,100,0,0
19.5,50,0,2,0,1,1,0,0,1,5,-20,-5,0,-1,0,-1,-1,-1,2,-0.3562485119,-0.6396137797,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,50,0,2,0,1,1,0,1,100,0,0
18.8,52,0,1,0,1,3,0,0,1,5,-18,-5,-1,-1,0,1,-1,-1,1,-0.3918976314,-0.5922016596,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,52,0,1,0,1,3,0,9,52,0,0
25,53,0,2,0,1,1,1,0,1,5,-17,-5,0,-1,0,-1,0,-1,2,-0.0761482869,-0.5684955995,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,53,0,2,0,1,1,1,1,106,0,0
39,54,8,2,0,1,1,0,0,1,5,-16,3,0,-1,0,-1,-1,-1,2,0.6368341038,-0.5447895394,0.2212156199,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,54,8,2,0,1,1,0,1,108,0,0
17.5,54,0,2,0,1,2,1,0,1,5,-16,-5,0,-1,0,0,0,-1,2,-0.4581031391,-0.5447895394,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,54,0,2,0,1,2,1,4,108,0,0
22,55,0,1,1,1,2,0,0,1,5,-15,-5,-1,0,0,0,-1,-1,1.5,-0.2289302278,-0.5210834794,-0.4351717635,-1.3108042676,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,55,0,1,1,1,2,0,4,55,55,0
17.2,55,0,2,0,1,2,0,0,1,5,-15,-5,0,-1,0,0,-1,-1,2,-0.4733813332,-0.5210834794,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,55,0,2,0,1,2,0,4,110,0,0
14.8,59,0,1,0,1,0,0,0,1,5,-11,-5,-1,-1,0,-2,-1,-1,1,-0.5956068859,-0.4262592392,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,59,0,1,0,1,0,0,0,59,0,0
21.9,59,2,3,1,1,6,1,0,1,5,-11,-3,1,0,0,4,0,-1,3.5,-0.2340229592,-0.4262592392,-0.2710749176,0.339881626,0.9709960881,-0.2942849861,2.366280852,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,59,2,3,1,1,6,1,36,177,59,0
21.8,62,0,2,0,1,1,1,0,1,5,-8,-5,0,-1,0,-1,0,-1,2,-0.2391156905,-0.355141059,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,62,0,2,0,1,1,1,1,124,0,0
21,63,0,2,1,1,2,0,0,1,5,-7,-5,0,0,0,0,-1,-1,2.5,-0.2798575414,-0.3314349989,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,63,0,2,1,1,2,0,4,126,63,0
22.9,66,0,2,0,1,3,1,0,1,5,-4,-5,0,-1,0,1,0,-1,2,-0.1830956455,-0.2603168188,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,66,0,2,0,1,3,1,9,132,0,0
20.5,67,0,3,1,1,2,1,0,1,5,-3,-5,1,0,0,0,0,-1,3.5,-0.3053211982,-0.2366107587,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,67,0,3,1,1,2,1,4,201,67,0
46,68,0,2,0,1,4,1,0,1,5,-2,-5,0,-1,0,2,0,-1,2,0.9933252992,-0.2129046986,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,68,0,2,0,1,4,1,16,136,0,0
35,68,11,2,0,1,3,0,0,1,5,-2,6,0,-1,0,1,-1,-1,2,0.4331248493,-0.2129046986,0.4673608887,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,68,11,2,0,1,3,0,9,136,0,0
39,70,0,2,0,1,5,1,0,1,5,0,-5,0,-1,0,3,0,-1,2,0.6368341038,-0.1654925785,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.7876737428,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,70,0,2,0,1,5,1,25,140,0,0
28,70,10,2,0,1,1,0,0,1,5,0,5,0,-1,0,-1,-1,-1,2,0.0766336539,-0.1654925785,0.3853124658,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,70,10,2,0,1,1,0,1,140,0,0
22,71,0,2,0,1,2,1,0,1,5,1,-5,0,-1,0,0,0,-1,2,-0.2289302278,-0.1417865185,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,71,0,2,0,1,2,1,4,142,0,0
32.2,72,2,3,1,1,4,1,0,1,5,2,-3,1,0,0,2,0,-1,3.5,0.2905283712,-0.1180804584,-0.2710749176,0.339881626,0.9709960881,-0.2942849861,1.2090666336,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,72,2,3,1,1,4,1,16,216,72,0
29.3,73,0,3,1,2,5,1,0,1,5,3,-5,1,0,1,3,0,-1,3.5,0.1428391616,-0.0943743984,-0.4351717635,0.339881626,0.9709960881,2.0836730051,1.7876737428,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,73,0,3,1,2,5,1,25,219,73,0
30,74,0,2,0,1,1,1,0,1,5,4,-5,0,-1,0,-1,0,-1,2,0.1784882812,-0.0706683383,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,74,0,2,0,1,1,1,1,148,0,0
26.9,81,0,2,0,1,3,0,0,1,5,11,-5,0,-1,0,1,-1,-1,2,0.0206136089,0.0952740821,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,81,0,2,0,1,3,0,9,162,0,0
30,83,0,2,0,1,2,1,0,1,5,13,-5,0,-1,0,0,0,-1,2,0.1784882812,0.1426862022,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,83,0,2,0,1,2,1,4,166,0,0
29.9,84,5,3,1,1,2,0,0,1,5,14,0,1,0,0,0,-1,-1,3.5,0.1733955498,0.1663922623,-0.0249296488,0.339881626,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,84,5,3,1,1,2,0,4,252,84,0
30,85,0,2,1,1,2,0,0,1,5,15,-5,0,0,0,0,-1,-1,2.5,0.1784882812,0.1900983223,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,85,0,2,1,1,2,0,4,170,85,0
39.9,85,0,3,0,1,2,1,0,1,5,15,-5,1,-1,0,0,0,-1,3,0.6826686861,0.1900983223,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,85,0,3,0,1,2,1,4,255,0,0
39,85,0,4,1,2,3,1,0,1,5,15,-5,2,0,1,1,0,-1,4.5,0.6368341038,0.1900983223,-0.4351717635,1.1652245729,0.9709960881,2.0836730051,0.6304595244,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,85,0,4,1,2,3,1,9,340,85,0
32,88,3,3,1,1,3,0,0,1,5,18,-2,1,0,0,1,-1,-1,3.5,0.2803429084,0.2612165025,-0.1890264947,0.339881626,0.9709960881,-0.2942849861,0.6304595244,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,88,3,3,1,1,3,0,9,264,88,0
42,90,0,2,0,1,3,1,0,1,5,20,-5,0,-1,0,1,0,-1,2,0.7896160447,0.3086286226,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,90,0,2,0,1,3,1,9,180,0,0
22,92,0,2,0,1,0,0,0,1,5,22,-5,0,-1,0,-2,-1,-1,2,-0.2289302278,0.3560407427,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,92,0,2,0,1,0,0,0,184,0,0
39,92,0,3,1,1,2,1,0,1,5,22,-5,1,0,0,0,0,-1,3.5,0.6368341038,0.3560407427,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,92,0,3,1,1,2,1,4,276,92,0
40,93,0,3,1,1,1,0,0,1,5,23,-5,1,0,0,-1,-1,-1,3.5,0.6877614174,0.3797468028,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,-0.9163604494,0,0,0,0,0,0,0,93,0,3,1,1,1,0,1,279,93,0
29.9,94,0,3,0,1,3,1,0,1,5,24,-5,1,-1,0,1,0,-1,3,0.1733955498,0.4034528629,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,-0.9163604494,0,0,0,0,0,0,0,94,0,3,0,1,3,1,9,282,0,0
