obs,ATS,DEM
"1992/08/07",7.38,52.21
"1992/08/10",7.44,52.39
"1992/08/11",7.45,52.54
"1992/08/12",7.45,52.39
"1992/08/13",7.46,52.5
"1992/08/14",7.47,52.55
"1992/08/17",7.44,52.43
"1992/08/18",7.48,52.6
"1992/08/19",7.48,52.62
"1992/08/24",7.58,53.4
"1992/08/25",7.63,53.74
"1992/08/26",7.63,53.82
"1992/08/27",7.61,53.54
"1992/08/28",7.64,53.76
"1992/08/31",7.63,53.7
"1992/09/01",7.66,53.91
"1992/09/02",7.68,54.06
"1992/09/03",7.67,53.97
"1992/09/04",7.6,53.2
"1992/09/07",7.63,53.68
"1992/09/08",7.65,53.9
"1992/09/09",7.63,53.78
"1992/09/10",7.59,53.46
"1992/09/11",7.57,53.21
"1992/09/14",7.44,52.43
"1992/09/15",7.48,52.7
"1992/09/16",7.48,52.6
"1992/09/17",7.5,52.81
"1992/09/18",7.54,52.83
"1992/09/21",7.55,53.06
"1992/09/22",7.57,53.32
"1992/09/23",7.51,52.85
"1992/09/24",7.54,53.06
"1992/09/25",7.6,53.44
"1992/09/28",7.59,53.44
"1992/09/29",7.69,54.07
"1992/09/30",7.77,54.65
"1992/10/01",7.75,54.46
"1992/10/02",7.74,54.43
"1992/10/05",7.84,55.14
"1992/10/06",7.77,54.66
"1992/10/07",7.74,54.43
"1992/10/08",7.6,53.49
"1992/10/09",7.6,53.43
"1992/10/12",7.6,53.47
"1992/10/13",7.57,53.21
"1992/10/14",7.61,53.53
"1992/10/15",7.64,53.77
"1992/10/16",7.63,53.68
"1992/10/19",7.57,53.23
"1992/10/20",7.5,52.76
"1992/10/21",7.49,52.67
"1992/10/22",7.48,52.59
"1992/10/26",7.41,52.1
"1992/10/27",7.44,52.34
"1992/10/28",7.42,52.21
"1992/10/29",7.41,52.16
"1992/10/30",7.42,52.2
"1992/11/02",7.4,52.05
"1992/11/03",7.32,51.53
"1992/11/04",7.34,51.63
"1992/11/05",7.32,51.48
"1992/11/06",7.3,51.32
"1992/11/09",7.42,52.17
"1992/11/10",7.42,52.19
"1992/11/11",7.44,52.34
"1992/11/12",7.44,52.31
"1992/11/13",7.47,52.55
"1992/11/16",7.43,52.31
"1992/11/17",7.39,51.98
"1992/11/18",7.43,52.24
"1992/11/19",7.44,52.29
"1992/11/20",7.44,52.34
"1992/11/23",7.39,51.94
"1992/11/24",7.42,52.15
"1992/11/25",7.42,52.16
"1992/11/26",7.41,52.14
"1992/11/27",7.4,52.07
"1992/11/30",7.41,52.15
"1992/12/01",7.45,52.37
"1992/12/02",7.47,52.52
"1992/12/03",7.46,52.43
"1992/12/04",7.45,52.38
"1992/12/07",7.42,52.2
"1992/12/08",7.49,52.68
"1992/12/09",7.47,52.52
"1992/12/10",7.45,52.43
"1992/12/11",7.45,52.42
"1992/12/14",7.46,52.48
"1992/12/15",7.47,52.53
"1992/12/16",7.51,52.79
"1992/12/17",7.55,53.11
"1992/12/18",7.5,52.77
"1992/12/21",7.5,52.73
"1992/12/22",7.46,52.5
"1992/12/23",7.45,52.33
"1992/12/28",7.42,52.19
"1992/12/29",7.38,51.88
"1992/12/30",7.39,51.97
"1992/12/31",7.39,51.96
"1993/01/04",7.35,51.69
"1993/01/05",7.34,51.61
"1993/01/06",7.35,51.67
"1993/01/07",7.34,51.59
"1993/01/08",7.3,51.36
"1993/01/11",7.32,51.5
"1993/01/12",7.33,51.55
"1993/01/13",7.33,51.53
"1993/01/14",7.35,51.7
"1993/01/15",7.34,51.67
"1993/01/18",7.34,51.65
"1993/01/19",7.37,51.81
"1993/01/20",7.38,51.89
"1993/01/21",7.37,51.83
"1993/01/22",7.39,51.92
"1993/01/25",7.43,52.26
"1993/01/26",7.46,52.48
"1993/01/27",7.46,52.44
"1993/01/28",7.48,52.63
"1993/01/29",7.44,52.33
"1993/02/01",7.39,51.95
"1993/02/02",7.35,51.69
"1993/02/03",7.33,51.56
"1993/02/04",7.33,51.53
"1993/02/05",7.28,51.23
"1993/02/08",7.3,51.35
"1993/02/09",7.3,51.34
"1993/02/10",7.33,51.53
"1993/02/11",7.29,51.3
"1993/02/12",7.47,52.52
"1993/02/15",7.44,52.32
"1993/02/16",7.47,52.51
"1993/02/17",7.52,52.89
"1993/02/18",7.49,52.71
"1993/02/19",7.5,52.75
"1993/02/22",7.51,52.83
"1993/02/23",7.53,52.97
"1993/02/24",7.57,53.25
"1993/02/25",7.53,52.99
"1993/02/26",7.5,52.78
"1993/03/01",7.46,52.52
"1993/03/02",7.48,52.61
"1993/03/03",7.5,52.75
"1993/03/04",7.47,52.56
"1993/03/05",7.48,52.56
"1993/03/08",7.43,52.27
"1993/03/09",7.44,52.32
"1993/03/10",7.44,52.32
"1993/03/11",7.42,52.18
"1993/03/12",7.44,52.32
"1993/03/16",7.44,52.36
"1993/03/17",7.45,52.37
"1993/03/18",7.44,52.31
"1993/03/19",7.5,52.72
"1993/03/22",7.51,52.79
"1993/03/23",7.52,52.87
"1993/03/24",7.52,52.88
"1993/03/25",7.51,52.79
"1993/03/26",7.71,54.25
"1993/03/29",7.76,54.54
"1993/03/30",7.75,54.48
"1993/03/31",7.77,54.67
"1993/04/01",7.77,54.63
"1993/04/02",7.84,55.08
"1993/04/05",7.81,54.96
"1993/04/06",7.8,54.83
"1993/04/07",7.78,54.72
"1993/04/08",7.76,54.59
"1993/04/09",7.78,54.71
"1993/04/13",7.81,54.95
"1993/04/14",7.83,55.09
"1993/04/15",7.8,54.84
"1993/04/16",7.78,54.7
"1993/04/19",7.76,54.52
"1993/04/20",7.82,55.02
"1993/04/21",7.79,54.78
"1993/04/22",7.79,54.78
"1993/04/23",7.8,54.88
"1993/04/26",7.85,55.23
"1993/04/27",7.84,55.18
"1993/04/28",7.79,54.82
"1993/04/29",7.82,55.04
"1993/04/30",7.83,55.08
"1993/05/03",7.8,54.93
"1993/05/04",7.84,55.16
"1993/05/05",7.85,55.21
"1993/05/06",7.83,55.08
"1993/05/07",7.84,55.14
"1993/05/10",7.81,54.92
"1993/05/11",7.76,54.54
"1993/05/12",7.75,54.53
"1993/05/13",7.76,54.59
"1993/05/14",7.77,54.67
"1993/05/17",7.77,54.65
"1993/05/18",7.73,54.36
"1993/05/19",7.74,54.41
"1993/05/20",7.72,54.33
"1993/05/21",7.71,54.25
"1993/05/24",7.68,53.99
"1993/05/25",7.69,54.08
"1993/05/26",7.7,54.17
"1993/05/27",7.74,54.42
"1993/05/28",7.79,54.81
"1993/06/01",7.81,54.96
"1993/06/02",7.81,54.99
"1993/06/03",7.79,54.78
"1993/06/04",7.79,54.83
"1993/06/07",7.87,55.34
"1993/06/08",7.88,55.4
"1993/06/09",7.85,55.23
"1993/06/10",7.84,55.13
"1993/06/11",7.86,55.26
"1993/06/14",7.87,55.36
"1993/06/15",7.85,55.28
"1993/06/16",7.82,54.99
"1993/06/17",7.79,54.8
"1993/06/18",7.77,54.64
"1993/06/21",7.7,54.2
"1993/06/22",7.71,54.24
"1993/06/23",7.68,54.02
"1993/06/24",7.67,53.97
"1993/06/25",7.67,53.94
"1993/06/28",7.65,53.82
"1993/06/29",7.69,54.08
"1993/06/30",7.71,54.2
"1993/07/01",7.66,53.86
"1993/07/02",7.7,54.18
"1993/07/05",7.69,54.09
"1993/07/06",7.67,53.96
"1993/07/07",7.7,54.15
"1993/07/08",7.68,54.05
"1993/07/09",7.88,55.49
"1993/07/12",7.85,55.22
"1993/07/13",7.88,55.39
"1993/07/14",7.86,55.31
"1993/07/15",7.89,55.46
"1993/07/16",7.89,55.46
"1993/07/19",7.91,55.61
"1993/07/20",7.93,55.74
"1993/07/21",7.94,55.84
"1993/07/22",7.93,55.8
"1993/07/23",7.91,55.6
"1993/07/26",7.89,55.46
"1993/07/27",7.9,55.54
"1993/07/28",7.9,55.58
"1993/07/29",7.9,55.54
"1993/07/30",7.88,55.45
"1993/08/02",7.9,55.55
"1993/08/03",7.94,55.86
"1993/08/04",7.95,55.94
"1993/08/05",7.95,55.88
"1993/08/06",7.95,55.89
"1993/08/09",7.97,56.08
"1993/08/10",7.96,56.02
"1993/08/11",7.93,55.84
"1993/08/12",7.93,55.79
"1993/08/13",7.94,55.86
"1993/08/16",7.96,55.98
"1993/08/17",8,56.24
"1993/08/18",7.99,56.2
"1993/08/19",8.01,56.33
"1993/08/23",8.02,56.43
"1993/08/24",8.01,56.34
"1993/08/25",8.01,56.33
"1993/08/26",8.01,56.36
"1993/08/27",8.05,56.58
"1993/08/30",8.05,56.63
"1993/08/31",8.05,56.6
"1993/09/01",8.05,56.64
"1993/09/02",8.09,56.88
"1993/09/03",8.1,56.97
"1993/09/06",8.18,57.52
"1993/09/07",8.17,57.46
"1993/09/08",8.17,57.46
"1993/09/09",8.17,57.49
"1993/09/10",8.2,57.67
"1993/09/13",8.21,57.74
"1993/09/14",8.18,57.52
"1993/09/15",8.21,57.77
"1993/09/16",8.23,57.91
"1993/09/17",8.19,57.61
"1993/09/20",8.18,57.51
"1993/09/21",8.21,57.73
"1993/09/22",8.15,57.31
"1993/09/23",8.15,57.29
"1993/09/24",8.09,56.86
"1993/09/27",8.14,57.28
"1993/09/28",8.14,57.22
"1993/09/29",8.56,60.19
"1993/09/30",8.54,60.06
"1993/10/01",8.49,59.68
"1993/10/04",8.5,59.77
"1993/10/05",8.54,60.07
"1993/10/06",8.52,59.89
"1993/10/07",8.54,60.04
"1993/10/08",8.53,60.03
"1993/10/11",8.59,60.4
"1993/10/12",8.61,60.53
"1993/10/13",8.59,60.44
"1993/10/14",8.59,60.42
"1993/10/15",8.54,60.1
"1993/10/18",8.52,59.94
"1993/10/19",8.48,59.69
"1993/10/20",8.46,59.52
"1993/10/21",8.47,59.59
"1993/10/22",8.41,59.15
"1993/10/25",8.4,59.07
"1993/10/26",8.37,58.92
"1993/10/27",8.39,59.02
"1993/10/28",8.38,58.98
"1993/10/29",8.4,59.05
"1993/11/01",8.36,58.84
"1993/11/02",8.34,58.65
"1993/11/03",8.34,58.65
"1993/11/04",8.36,58.78
"1993/11/05",8.34,58.64
"1993/11/08",8.35,58.75
"1993/11/09",8.37,58.85
"1993/11/10",8.36,58.76
"1993/11/11",8.36,58.77
"1993/11/12",8.34,58.67
"1993/11/15",8.37,58.86
"1993/11/16",8.35,58.71
"1993/11/17",8.3,58.4
"1993/11/18",8.32,58.48
"1993/11/19",8.3,58.4
"1993/11/22",8.31,58.42
"1993/11/23",8.32,58.53
"1993/11/24",8.33,58.59
"1993/11/25",8.32,58.5
"1993/11/26",8.31,58.44
"1993/11/29",8.3,58.36
"1993/11/30",8.31,58.44
"1993/12/01",8.3,58.35
"1993/12/02",8.29,58.27
"1993/12/03",8.28,58.23
"1993/12/06",8.31,58.43
"1993/12/07",8.33,58.59
"1993/12/08",8.32,58.5
"1993/12/09",8.32,58.5
"1993/12/10",8.34,58.61
"1993/12/13",8.35,58.7
"1993/12/14",8.31,58.47
"1993/12/15",8.3,58.34
"1993/12/16",8.31,58.42
"1993/12/17",8.32,58.49
"1993/12/20",8.31,58.41
"1993/12/21",8.31,58.46
"1993/12/22",8.32,58.52
"1993/12/23",8.34,58.66
"1993/12/27",8.33,58.57
"1993/12/28",8.34,58.62
"1993/12/29",8.33,58.56
"1993/12/30",8.28,58.2
"1993/12/31",8.26,58.06
"1994/01/03",8.34,58.64
"1994/01/04",8.32,58.51
"1994/01/05",8.34,58.65
"1994/01/06",8.33,58.52
"1994/01/07",8.33,58.55
"1994/01/10",8.35,58.73
"1994/01/11",8.33,58.56
"1994/01/12",8.33,58.58
"1994/01/13",8.33,58.58
"1994/01/14",8.31,58.4
"1994/01/17",8.3,58.31
"1994/01/18",8.29,58.29
"1994/01/19",8.32,58.45
"1994/01/20",8.31,58.4
"1994/01/21",8.33,58.59
"1994/01/24",8.3,58.33
"1994/01/25",8.3,58.33
"1994/01/26",8.31,58.42
"1994/01/27",8.32,58.47
"1994/01/28",8.34,58.65
"1994/01/31",8.32,58.52
"1994/02/01",8.34,58.64
"1994/02/02",8.35,58.71
"1994/02/03",8.34,58.61
"1994/02/04",8.33,58.53
"1994/02/07",8.28,58.2
"1994/02/08",8.28,58.22
"1994/02/09",8.28,58.2
"1994/02/10",8.28,58.2
"1994/02/11",8.3,58.34
"1994/02/14",8.31,58.42
"1994/02/15",8.34,58.66
"1994/02/16",8.57,60.31
"1994/02/17",8.58,60.3
"1994/02/18",8.6,60.46
"1994/02/21",8.58,60.34
"1994/02/22",8.57,60.23
"1994/02/23",8.57,60.28
"1994/02/24",8.56,60.17
"1994/02/25",8.6,60.45
"1994/02/28",8.61,60.55
"1994/03/01",8.64,60.76
"1994/03/02",8.65,60.83
"1994/03/03",8.62,60.61
"1994/03/04",8.61,60.53
"1994/03/07",8.59,60.39
"1994/03/08",8.6,60.48
"1994/03/09",8.62,60.66
"1994/03/10",8.65,60.86
"1994/03/11",8.68,61.09
"1994/03/16",8.65,60.85
"1994/03/17",8.66,60.96
"1994/03/18",8.66,60.9
"1994/03/21",8.64,60.81
"1994/03/22",8.66,60.96
"1994/03/23",8.67,60.97
"1994/03/24",8.68,61.09
"1994/03/25",8.73,61.45
"1994/03/28",8.71,61.32
"1994/03/29",8.72,61.38
"1994/03/30",8.7,61.21
"1994/03/31",8.72,61.35
"1994/04/01",8.7,61.22
"1994/04/05",8.66,60.93
"1994/04/06",8.61,60.55
"1994/04/07",8.62,60.61
"1994/04/08",8.61,60.56
"1994/04/11",8.63,60.68
"1994/04/12",8.6,60.47
"1994/04/13",8.6,60.48
"1994/04/14",8.62,60.6
"1994/04/15",8.62,60.6
"1994/04/18",8.61,60.58
"1994/04/19",8.62,60.67
"1994/04/20",8.65,60.83
"1994/04/21",8.67,61.03
"1994/04/22",8.66,60.92
"1994/04/25",8.69,61.15
"1994/04/26",8.68,61.08
"1994/04/27",8.71,61.25
"1994/04/28",8.71,61.24
"1994/04/29",8.74,61.47
"1994/05/02",8.76,61.6
"1994/05/03",8.78,61.74
"1994/05/04",8.77,61.72
"1994/05/05",8.73,61.41
"1994/05/06",8.72,61.35
"1994/05/09",8.76,61.57
"1994/05/10",8.74,61.46
"1994/05/11",8.71,61.27
"1994/05/12",8.73,61.39
"1994/05/13",8.8,61.9
"1994/05/16",8.8,61.88
"1994/05/17",8.81,61.92
"1994/05/18",8.81,61.95
"1994/05/19",8.84,62.16
"1994/05/20",8.84,62.15
"1994/05/24",8.85,62.22
"1994/05/25",8.84,62.16
"1994/05/26",8.86,62.31
"1994/05/27",8.85,62.26
"1994/05/30",8.86,62.31
"1994/05/31",8.87,62.39
"1994/06/01",8.85,62.28
"1994/06/02",8.85,62.27
"1994/06/03",8.83,62.1
"1994/06/06",8.81,61.96
"1994/06/07",8.8,61.9
"1994/06/08",8.81,61.98
"1994/06/09",8.8,61.91
"1994/06/10",8.91,62.67
"1994/06/13",8.93,62.83
"1994/06/14",8.96,63.03
"1994/06/15",8.96,63.06
"1994/06/16",8.99,63.23
"1994/06/17",8.98,63.19
"1994/06/20",9.05,63.64
"1994/06/21",9.06,63.72
"1994/06/22",9.05,63.69
"1994/06/23",9.04,63.57
"1994/06/24",9.08,63.87
"1994/06/27",9.11,64.09
"1994/06/28",9.09,63.96
"1994/06/29",9.12,64.12
"1994/06/30",9.09,63.94
"1994/07/01",9.08,63.86
"1994/07/04",9.08,63.85
"1994/07/05",9.1,63.97
"1994/07/06",9.12,64.18
"1994/07/07",9.13,64.24
"1994/07/08",9.14,64.28
"1994/07/11",9.18,64.57
"1994/07/12",9.22,64.83
"1994/07/13",9.2,64.69
"1994/07/14",9.18,64.57
"1994/07/15",9.16,64.44
"1994/07/18",9.19,64.69
"1994/07/19",9.18,64.56
"1994/07/20",9.13,64.21
"1994/07/21",9.15,64.37
"1994/07/22",9.09,63.97
"1994/07/25",9.09,63.99
"1994/07/26",9.08,63.92
"1994/07/27",9.12,64.18
"1994/07/28",9.14,64.28
"1994/07/29",9.09,63.94
"1994/08/01",9.13,64.25
"1994/08/02",9.11,64.13
"1994/08/03",9.1,64.01
"1994/08/04",9.12,64.17
"1994/08/05",9.83,69.18
"1994/08/08",9.84,69.24
"1994/08/09",9.84,69.2
"1994/08/10",9.86,69.36
"1994/08/11",9.84,69.25
"1994/08/12",9.93,69.89
"1994/08/15",9.93,69.88
"1994/08/16",9.93,69.86
"1994/08/17",9.93,69.86
"1994/08/18",9.94,69.97
"1994/08/19",9.97,70.16
"1994/08/22",9.97,70.18
"1994/08/23",9.97,70.19
"1994/08/24",9.95,70.01
"1994/08/25",9.93,69.9
"1994/08/26",9.95,70
"1994/08/29",9.88,69.54
"1994/08/30",9.86,69.35
"1994/08/31",9.86,69.37
"1994/09/01",9.85,69.28
"1994/09/02",9.86,69.35
"1994/09/05",9.91,69.69
"1994/09/06",9.93,69.91
"1994/09/07",9.94,69.95
"1994/09/08",9.93,69.83
"1994/09/09",9.91,69.72
"1994/09/12",9.96,70.07
"1994/09/13",9.93,69.87
"1994/09/14",9.95,70
"1994/09/15",9.93,69.93
"1994/09/16",9.93,69.84
"1994/09/19",9.93,69.9
"1994/09/20",9.9,69.67
"1994/09/21",9.9,69.69
"1994/09/22",9.91,69.77
"1994/09/23",9.92,69.8
"1994/09/26",9.89,69.63
"1994/09/27",9.9,69.7
"1994/09/28",9.91,69.76
"1994/09/29",9.9,69.66
"1994/09/30",9.9,69.69
"1994/10/03",9.87,69.51
"1994/10/04",9.89,69.63
"1994/10/05",9.91,69.74
"1994/10/06",9.91,69.76
"1994/10/07",9.92,69.83
"1994/10/10",9.9,69.65
"1994/10/11",10.03,70.59
"1994/10/12",10.04,70.65
"1994/10/13",10.05,70.71
"1994/10/14",10.08,70.93
"1994/10/17",10.13,71.31
"1994/10/18",10.13,71.25
"1994/10/19",10.14,71.38
"1994/10/20",10.13,71.31
"1994/10/21",10.17,71.57
"1994/10/24",10.14,71.35
"1994/10/25",10.16,71.51
"1994/10/26",10.14,71.34
"1994/10/27",10.13,71.33
"1994/10/28",10.13,71.31
"1994/10/31",10.1,71.12
"1994/11/01",10.13,71.33
"1994/11/02",10.14,71.38
"1994/11/03",10.11,71.18
"1994/11/04",10.09,71.02
"1994/11/07",10.11,71.17
"1994/11/08",10.12,71.26
"1994/11/09",10.09,71.03
"1994/11/10",10.09,71.02
"1994/11/11",10.08,70.95
"1994/11/14",10.05,70.74
"1994/11/16",10.02,70.54
"1994/11/17",10.04,70.65
"1994/11/18",10.03,70.57
"1994/11/21",10.01,70.42
"1994/11/22",10.03,70.59
"1994/11/23",10.04,70.71
"1994/11/24",10.02,70.51
"1994/11/25",10.02,70.54
"1994/11/28",10,70.41
"1994/11/29",10.1,71.09
"1994/11/30",10.08,70.96
"1994/12/01",10.08,70.96
"1994/12/02",10.06,70.87
"1994/12/05",10.07,70.87
"1994/12/06",10.08,71
"1994/12/07",10.08,71.01
"1994/12/09",10.05,70.76
