obs,ATS,DEM,DKK,ITL1000
"1998/11/11",18.32,128.92,33.91,130.32
"1998/11/12",18.39,129.39,34.04,130.82
"1998/11/13",18.42,129.56,34.06,130.95
"1998/11/16",18.44,129.7,34.11,131.12
"1998/11/17",18.46,129.92,34.16,131.25
"1998/11/18",18.45,129.78,34.13,131.1
"1998/11/19",18.46,129.91,34.17,131.23
"1998/11/20",18.44,129.74,34.13,131.03
"1998/11/23",18.34,129.04,33.94,130.34
"1998/11/24",18.33,128.96,33.92,130.26
"1998/11/25",18.43,129.68,34.1,130.97
"1998/11/26",18.47,129.91,34.18,131.23
"1998/11/27",18.44,129.77,34.14,131.13
"1998/11/30",18.4,129.43,34.03,130.73
"1998/12/01",18.46,129.89,34.17,131.2
"1998/12/02",18.53,130.44,34.29,131.68
"1998/12/03",18.64,131.12,34.48,132.43
"1998/12/04",18.62,131,34.45,132.31
"1998/12/07",18.52,130.28,34.26,131.58
"1998/12/08",18.5,130.17,34.23,131.58
"1998/12/09",18.55,130.47,34.29,131.76
"1998/12/10",18.61,130.93,34.43,132.23
"1998/12/11",18.7,131.6,34.55,132.9
"1998/12/14",18.69,131.47,34.53,132.76
"1998/12/15",18.66,131.26,34.5,132.55
"1998/12/16",18.56,130.55,34.31,131.88
"1998/12/17",18.5,130.19,34.23,131.44
"1998/12/18",18.44,129.71,34.1,130.98
"1998/12/21",18.17,127.87,33.62,129.12
"1998/12/22",18.26,128.48,33.78,129.73
"1998/12/23",18.29,128.69,33.83,129.94
"1998/12/28",18.54,130.47,34.3,131.76
"1998/12/29",18.45,129.83,34.11,131.12
"1998/12/30",18.3,128.78,33.82,130.07
"1998/12/31",18.57,130.65,34.28,131.98
"1999/01/04",18.27,128.55,33.74,129.85
"1999/01/05",18.23,128.27,33.68,129.56
"1999/01/06",18.22,128.18,33.64,129.47
"1999/01/07",18.19,127.96,33.61,129.25
"1999/01/08",18.19,127.98,33.62,129.27
"1999/01/11",18.15,127.71,33.57,129
"1999/01/12",18.09,127.25,33.43,128.53
"1999/01/13",18.38,129.35,33.98,130.65
"1999/01/14",18.51,130.22,34.22,131.54
"1999/01/15",18.46,129.86,34.11,131.17
"1999/01/18",18.25,128.4,33.75,129.7
"1999/01/19",18.18,127.88,33.62,129.17
"1999/01/20",18.19,127.99,33.66,129.28
"1999/01/21",18.19,127.97,33.65,129.26
"1999/01/22",18.21,128.15,33.69,129.44
"1999/01/25",18.21,128.13,33.69,129.43
"1999/01/26",18.2,128.04,33.67,129.34
"1999/01/27",18.19,128,33.68,129.29
"1999/01/28",18.16,127.74,33.61,129.03
"1999/01/29",18.12,127.48,33.54,128.77
"1999/02/01",18.12,127.45,33.51,128.74
"1999/02/02",18.08,127.18,33.45,128.47
"1999/02/03",18.1,127.34,33.49,128.63
"1999/02/04",18.08,127.21,33.45,128.49
"1999/02/05",18.1,127.34,33.49,128.62
"1999/02/08",18.06,127.09,33.44,128.37
"1999/02/09",18.17,127.82,33.62,129.11
"1999/02/10",18.19,128.01,33.67,129.3
"1999/02/11",18.15,127.73,33.61,129.02
"1999/02/12",18.1,127.36,33.51,128.65
"1999/02/15",18.16,127.78,33.61,129.07
"1999/02/16",18.16,127.75,33.61,129.04
"1999/02/17",18.22,128.17,33.71,129.46
"1999/02/18",18.38,129.3,34.02,130.61
"1999/02/19",18.34,129.07,33.94,130.37
"1999/02/22",18.17,127.85,33.63,129.15
"1999/02/23",18.17,127.83,33.64,129.12
"1999/02/24",18.21,128.13,33.7,129.43
"1999/02/25",18.34,129.01,33.93,130.31
"1999/02/26",18.4,129.44,34.06,130.75
"1999/03/01",18.47,129.92,34.17,131.23
"1999/03/02",18.31,128.8,33.88,130.11
"1999/03/03",18.43,129.69,34.13,131
"1999/03/04",18.54,130.42,34.31,131.74
"1999/03/05",18.42,129.6,34.11,130.91
"1999/03/08",18.34,129.01,33.96,130.32
"1999/03/09",18.22,128.21,33.73,129.51
"1999/03/10",18.35,129.12,33.97,130.43
"1999/03/11",18.52,130.28,34.27,131.6
"1999/03/12",18.43,129.66,34.12,130.97
"1999/03/16",18.42,129.62,34.11,130.93
"1999/03/17",18.41,129.55,34.09,130.86
"1999/03/18",18.49,130.08,34.24,131.4
"1999/03/19",18.46,129.85,34.17,131.16
"1999/03/22",18.41,129.56,34.1,130.87
"1999/03/23",18.49,130.08,34.24,131.39
"1999/03/24",18.62,131,34.48,132.33
"1999/03/25",18.6,130.87,34.42,132.19
"1999/03/26",18.48,130.04,34.23,131.35
"1999/03/29",18.48,130.04,34.21,131.36
"1999/03/30",18.52,130.32,34.3,131.63
"1999/03/31",18.53,130.34,34.32,131.66
"1999/04/01",18.49,130.12,34.22,131.43
"1999/04/02",18.42,129.63,34.12,130.94
"1999/04/06",18.45,129.8,34.17,131.11
"1999/04/07",18.44,129.73,34.14,131.04
"1999/04/08",18.4,129.46,34.07,130.77
"1999/04/09",18.39,129.41,34.05,130.72
"1999/04/12",18.51,130.25,34.28,131.57
"1999/04/13",18.43,129.69,34.13,131
"1999/04/14",18.48,129.99,34.2,131.3
"1999/04/15",18.44,129.75,34.13,131.06
"1999/04/16",18.37,129.23,34.02,130.54
"1999/04/19",18.34,129.01,33.97,130.31
"1999/04/20",18.26,128.47,33.81,129.76
"1999/04/21",18.21,128.09,33.71,129.39
"1999/04/22",18.22,128.2,33.73,129.49
"1999/04/23",18.21,128.14,33.71,129.43
"1999/04/26",18.22,128.22,33.74,129.51
"1999/04/27",18.21,128.14,33.72,129.43
"1999/04/28",18.3,128.73,33.87,130.03
"1999/04/29",18.2,128.04,33.69,129.34
"1999/04/30",18.21,128.13,33.71,129.42
"1999/05/03",18.17,127.83,33.63,129.12
"1999/05/04",18.1,127.38,33.52,128.66
"1999/05/05",18.16,127.78,33.64,129.07
"1999/05/06",18.24,128.33,33.77,129.63
"1999/05/07",18.28,128.62,33.85,129.92
"1999/05/10",18.21,128.1,33.7,129.39
"1999/05/11",18.22,128.19,33.74,129.48
"1999/05/12",18.16,127.77,33.62,129.06
"1999/05/13",18.18,127.93,33.67,129.22
"1999/05/14",18.18,127.89,33.65,129.19
"1999/05/17",18.19,127.96,33.66,129.25
"1999/05/18",18.19,128,33.67,129.29
"1999/05/19",18.17,127.81,33.63,129.1
"1999/05/20",18.17,127.8,33.61,129.09
"1999/05/21",18.17,127.81,33.61,129.1
"1999/05/25",18.22,128.21,33.73,129.51
"1999/05/26",18.24,128.36,33.77,129.66
"1999/05/27",18.13,127.55,33.57,128.84
"1999/05/28",18.14,127.65,33.61,128.94
"1999/05/31",18.15,127.73,33.62,129.02
"1999/06/01",18.11,127.4,33.52,128.69
"1999/06/02",18.07,127.11,33.44,128.39
"1999/06/03",18.07,127.15,33.47,128.43
"1999/06/04",18.04,126.92,33.41,128.2
"1999/06/07",18.04,126.95,33.41,128.24
"1999/06/08",18.09,127.31,33.51,128.59
"1999/06/09",18.13,127.55,33.56,128.84
"1999/06/10",18.16,127.77,33.63,129.06
"1999/06/11",18.18,127.9,33.66,129.2
"1999/06/14",18.17,127.8,33.64,129.09
"1999/06/15",18.13,127.58,33.58,128.87
"1999/06/16",18.11,127.44,33.55,128.73
"1999/06/17",18.11,127.44,33.53,128.73
"1999/06/18",18.1,127.37,33.52,128.65
"1999/06/21",18.14,127.63,33.59,128.92
"1999/06/22",18.13,127.53,33.56,128.81
"1999/06/23",18.1,127.37,33.52,128.66
"1999/06/24",18.15,127.68,33.6,128.97
"1999/06/25",18.21,128.11,33.72,129.41
"1999/06/28",18.18,127.94,33.66,129.23
"1999/06/29",18.15,127.72,33.59,129.01
"1999/06/30",18.14,127.6,33.58,128.89
"1999/07/01",18.17,127.82,33.62,129.11
"1999/07/02",18.11,127.39,33.5,128.68
"1999/07/05",18.11,127.39,33.51,128.68
"1999/07/06",18.1,127.33,33.49,128.61
"1999/07/07",18.12,127.45,33.52,128.74
"1999/07/08",18.1,127.32,33.48,128.6
"1999/07/09",18.1,127.32,33.47,128.6
"1999/07/12",18.08,127.21,33.46,128.5
"1999/07/13",18.07,127.14,33.43,128.43
"1999/07/14",18.09,127.3,33.48,128.58
"1999/07/15",18.13,127.54,33.54,128.83
"1999/07/16",18.12,127.49,33.52,128.78
"1999/07/19",18.1,127.31,33.48,128.6
"1999/07/20",18.22,128.2,33.7,129.5
"1999/07/21",18.27,128.54,33.79,129.84
"1999/07/22",18.3,128.72,33.83,130.02
"1999/07/23",18.3,128.78,33.85,130.08
"1999/07/26",18.35,129.07,33.91,130.37
"1999/07/27",18.39,129.37,33.99,130.67
"1999/07/28",18.38,129.3,33.97,130.6
"1999/07/29",18.41,129.56,34.04,130.87
"1999/07/30",18.43,129.64,34.07,130.95
"1999/08/02",18.4,129.47,34.02,130.78
"1999/08/03",18.41,129.51,34.03,130.82
"1999/08/04",18.48,130,34.17,131.31
"1999/08/05",18.48,130.04,34.18,131.36
"1999/08/06",18.46,129.91,34.13,131.22
"1999/08/09",18.45,129.8,34.1,131.11
"1999/08/10",18.47,129.96,34.15,131.27
"1999/08/11",18.47,129.97,34.15,131.28
"1999/08/12",18.44,129.71,34.11,131.02
"1999/08/13",18.45,129.81,34.14,131.12
"1999/08/16",18.41,129.52,34.07,130.82
"1999/08/17",18.38,129.32,34.01,130.63
"1999/08/18",18.41,129.5,34.05,130.81
"1999/08/19",18.4,129.42,34.05,130.73
"1999/08/23",18.47,129.92,34.17,131.23
"1999/08/24",18.38,129.3,34.03,130.61
"1999/08/25",18.37,129.22,33.96,130.53
"1999/08/26",18.37,129.26,34.02,130.57
"1999/08/27",18.39,129.36,34.03,130.66
"1999/08/30",18.39,129.41,34.04,130.72
"1999/08/31",18.43,129.66,34.11,130.97
"1999/09/01",18.48,130.01,34.2,131.32
"1999/09/02",18.54,130.47,34.31,131.78
"1999/09/03",18.6,130.85,34.39,132.17
"1999/09/06",18.64,131.14,34.48,132.46
"1999/09/07",18.54,130.42,34.29,131.74
"1999/09/08",18.52,130.3,34.33,131.61
"1999/09/09",18.53,130.33,34.27,131.65
"1999/09/10",18.49,130.05,34.21,131.37
"1999/09/13",18.44,129.76,34.14,131.07
"1999/09/14",18.42,129.59,34.12,130.9
"1999/09/15",18.45,129.84,34.17,131.15
"1999/09/16",18.51,130.21,34.26,131.52
"1999/09/17",18.55,130.52,34.35,131.84
"1999/09/20",18.57,130.63,34.38,131.95
"1999/09/21",18.52,130.29,34.29,131.6
"1999/09/22",18.57,130.64,34.38,131.96
"1999/09/23",18.56,130.61,34.38,131.93
"1999/09/24",18.6,130.87,34.44,132.19
"1999/09/27",18.57,130.67,34.4,131.99
"1999/09/28",18.6,130.85,34.43,132.18
"1999/09/29",18.67,131.33,34.55,132.65
"1999/09/30",18.74,131.86,34.69,133.19
"1999/10/01",18.81,132.35,34.82,133.69
"1999/10/04",18.79,132.2,34.79,133.54
"1999/10/05",18.74,131.84,34.7,133.17
"1999/10/06",18.74,131.83,34.69,133.16
"1999/10/07",18.72,131.72,34.66,133.05
"1999/10/08",18.7,131.53,34.61,132.86
"1999/10/11",18.67,131.34,34.56,132.66
"1999/10/12",18.67,131.38,34.57,132.7
"1999/10/13",18.71,131.65,34.65,132.98
"1999/10/14",18.78,132.13,34.78,133.46
"1999/10/15",18.79,132.17,34.78,133.51
"1999/10/18",18.81,132.35,34.82,133.68
"1999/10/19",18.79,132.21,34.79,133.55
"1999/10/20",18.76,131.97,34.73,133.31
"1999/10/21",18.72,131.69,34.65,133.02
"1999/10/22",18.75,131.94,34.71,133.28
"1999/10/25",18.7,131.6,34.63,132.93
"1999/10/26",18.7,131.59,34.61,132.92
"1999/10/27",18.67,131.38,34.56,132.7
"1999/10/28",18.59,130.82,34.42,132.14
"1999/10/29",18.59,130.79,34.41,132.11
"1999/11/01",18.62,130.97,34.46,132.29
"1999/11/02",18.59,130.79,34.42,132.11
"1999/11/03",18.58,130.73,34.4,132.05
"1999/11/04",18.58,130.72,34.38,132.04
"1999/11/05",18.53,130.38,34.31,131.7
"1999/11/08",18.55,130.51,34.33,131.83
"1999/11/09",18.54,130.46,34.33,131.77
"1999/11/10",18.55,130.51,34.33,131.83
"1999/11/11",18.56,130.57,34.36,131.89
"1999/11/12",18.54,130.43,34.31,131.74
"1999/11/15",18.52,130.27,34.27,131.58
"1999/11/16",18.53,130.38,34.29,131.7
"1999/11/17",18.57,130.68,34.35,132
"1999/11/18",18.59,130.76,34.38,132.08
"1999/11/19",18.53,130.33,34.27,131.65
"1999/11/22",18.53,130.37,34.28,131.69
"1999/11/23",18.54,130.45,34.31,131.77
"1999/11/24",18.49,130.11,34.21,131.43
"1999/11/25",18.49,130.07,34.2,131.39
"1999/11/26",18.45,129.77,34.11,131.08
"1999/11/29",18.45,129.8,34.13,131.11
"1999/11/30",18.47,129.94,34.17,131.26
"1999/12/01",18.5,130.18,34.22,131.5
"1999/12/02",18.45,129.78,34.14,131.09
"1999/12/03",18.4,129.47,34.04,130.78
"1999/12/06",18.41,129.52,34.05,130.83
"1999/12/07",18.53,130.4,34.29,131.72
"1999/12/08",18.53,130.38,34.28,131.7
"1999/12/09",18.52,130.28,34.26,131.6
"1999/12/10",18.48,130.04,34.18,131.36
"1999/12/13",18.47,129.96,34.15,131.27
"1999/12/14",18.45,129.81,34.13,131.12
"1999/12/15",18.43,129.68,34.09,130.99
"1999/12/16",18.5,130.19,34.23,131.51
"1999/12/17",18.54,130.46,34.29,131.77
"1999/12/20",18.46,129.89,34.13,131.21
"1999/12/21",18.47,129.96,34.21,131.27
"1999/12/22",18.48,129.99,34.19,131.3
"1999/12/23",18.48,130.04,34.18,131.35
"1999/12/27",18.51,130.23,34.23,131.55
"1999/12/28",18.54,130.43,34.29,131.75
"1999/12/29",18.53,130.34,34.25,131.66
"2000/01/04",18.49,130.11,34.19,131.42
"2000/01/05",18.49,130.11,34.2,131.43
"2000/01/06",18.5,130.17,34.23,131.48
"2000/01/07",18.51,130.2,34.22,131.52
"2000/01/10",18.51,130.22,34.23,131.53
"2000/01/11",18.51,130.24,34.24,131.55
"2000/01/12",18.51,130.22,34.21,131.54
"2000/01/13",18.52,130.31,34.23,131.62
"2000/01/14",18.52,130.3,34.24,131.61
"2000/01/17",18.52,130.33,34.24,131.64
"2000/01/18",18.53,130.33,34.25,131.65
"2000/01/19",18.53,130.38,34.25,131.7
"2000/01/20",18.54,130.43,34.26,131.74
"2000/01/21",18.54,130.45,34.26,131.76
"2000/01/24",18.54,130.44,34.27,131.75
"2000/01/25",18.54,130.47,34.27,131.79
"2000/01/26",18.54,130.46,34.28,131.78
"2000/01/27",18.55,130.54,34.3,131.86
"2000/01/28",18.55,130.51,34.3,131.83
"2000/01/31",18.56,130.59,34.32,131.91
"2000/02/01",18.56,130.6,34.32,131.92
"2000/02/02",18.56,130.59,34.32,131.91
"2000/02/03",18.57,130.64,34.33,131.96
"2000/02/04",18.57,130.64,34.33,131.96
"2000/02/07",18.57,130.65,34.34,131.97
"2000/02/08",18.57,130.67,34.34,131.99
"2000/02/09",18.58,130.71,34.34,132.03
"2000/02/10",18.59,130.79,34.35,132.11
"2000/02/11",18.59,130.77,34.36,132.09
"2000/02/14",18.59,130.79,34.36,132.11
"2000/02/15",18.59,130.8,34.37,132.13
"2000/02/16",18.59,130.81,34.37,132.14
"2000/02/17",18.61,130.9,34.39,132.22
"2000/02/18",18.61,130.91,34.38,132.23
"2000/02/21",18.66,131.28,34.47,132.61
"2000/02/22",18.68,131.44,34.52,132.77
"2000/02/23",18.73,131.78,34.61,133.11
"2000/02/24",18.65,131.24,34.48,132.56
"2000/02/25",18.67,131.36,34.5,132.68
"2000/02/28",18.65,131.19,34.28,132.52
"2000/02/29",18.66,131.27,34.48,132.6
"2000/03/01",18.64,131.14,34.44,132.47
"2000/03/02",18.64,131.12,34.43,132.44
"2000/03/03",18.64,131.17,34.45,132.5
"2000/03/06",18.64,131.17,34.44,132.5
"2000/03/07",18.65,131.19,34.45,132.51
"2000/03/08",18.65,131.18,34.45,132.51
"2000/03/09",18.66,131.25,34.47,132.58
"2000/03/10",18.68,131.42,34.51,132.74
"2000/03/13",18.7,131.57,34.54,132.9
"2000/03/14",18.72,131.74,34.59,133.07
"2000/03/16",18.68,131.45,34.52,132.78
"2000/03/17",18.68,131.43,34.52,132.76
"2000/03/20",18.68,131.4,34.52,132.73
"2000/03/21",18.68,131.43,34.44,132.76
"2000/03/22",18.68,131.44,34.52,132.77
"2000/03/23",18.69,131.5,34.55,132.83
"2000/03/24",18.7,131.58,34.62,132.91
"2000/03/27",18.7,131.6,34.57,132.93
"2000/03/28",18.71,131.64,34.58,132.97
"2000/03/29",18.73,131.78,34.61,133.11
"2000/03/30",18.78,132.14,34.71,133.48
"2000/03/31",18.77,132.08,34.69,133.42
"2000/04/03",18.8,132.28,34.75,133.62
"2000/04/04",18.84,132.58,34.82,133.92
"2000/04/05",18.8,132.27,34.73,133.61
"2000/04/06",18.83,132.48,34.79,133.81
"2000/04/07",18.8,132.3,34.74,133.64
"2000/04/10",18.81,132.32,34.74,133.66
"2000/04/11",18.78,132.09,34.68,133.43
"2000/04/12",18.76,132.01,34.66,133.34
"2000/04/13",18.77,132.07,34.67,133.4
"2000/04/14",18.74,131.84,34.62,133.17
"2000/04/17",18.79,132.21,34.71,133.55
"2000/04/18",18.79,132.2,34.7,133.54
"2000/04/19",18.78,132.15,34.69,133.48
"2000/04/20",18.76,132.02,34.69,133.35
"2000/04/21",18.75,131.91,34.64,133.24
"2000/04/25",18.75,131.91,34.61,133.25
"2000/04/26",18.75,131.94,34.71,133.27
"2000/04/27",18.76,132.01,34.63,133.34
"2000/04/28",18.76,132,34.63,133.33
"2000/05/02",18.77,132.08,34.64,133.42
"2000/05/03",18.77,132.05,34.65,133.39
"2000/05/04",18.77,132.07,34.65,133.4
"2000/05/05",18.77,132.07,34.66,133.4
"2000/05/08",18.78,132.09,34.68,133.43
"2000/05/09",18.78,132.11,34.67,133.44
"2000/05/10",18.78,132.09,34.66,133.43
"2000/05/11",18.78,132.15,34.67,133.48
"2000/05/12",18.79,132.18,34.68,133.52
"2000/05/15",18.83,132.46,34.73,133.8
"2000/05/16",18.82,132.41,34.71,133.75
"2000/05/17",18.81,132.32,34.71,133.65
"2000/05/18",18.81,132.36,34.71,133.7
"2000/05/19",18.83,132.49,34.74,133.83
"2000/05/22",18.85,132.63,34.78,133.97
"2000/05/23",18.86,132.7,34.8,134.04
"2000/05/24",18.89,132.91,34.76,134.25
"2000/05/25",18.87,132.79,34.83,134.13
"2000/05/26",18.89,132.89,34.86,134.24
"2000/05/29",18.88,132.84,34.83,134.19
"2000/05/30",18.87,132.75,34.8,134.09
"2000/05/31",18.85,132.62,34.76,133.96
"2000/06/01",18.84,132.58,34.73,133.92
"2000/06/02",18.84,132.57,34.74,133.91
"2000/06/05",18.83,132.51,34.72,133.84
"2000/06/06",18.84,132.57,34.74,133.91
"2000/06/07",18.86,132.66,34.78,134
"2000/06/08",18.86,132.71,34.79,134.05
"2000/06/09",18.87,132.73,34.8,134.07
"2000/06/13",18.87,132.76,34.79,134.1
"2000/06/14",18.87,132.74,34.8,134.08
"2000/06/15",18.88,132.85,34.83,134.2
"2000/06/16",18.88,132.8,34.82,134.14
"2000/06/19",18.88,132.85,34.87,134.19
"2000/06/20",18.88,132.83,34.83,134.18
"2000/06/21",18.89,132.92,34.87,134.26
"2000/06/22",18.88,132.85,34.84,134.2
"2000/06/23",18.88,132.86,34.84,134.21
"2000/06/26",18.89,132.88,34.86,134.23
"2000/06/27",18.89,132.91,34.87,134.25
"2000/06/28",18.9,132.97,34.88,134.31
"2000/06/29",18.9,132.98,34.88,134.33
"2000/06/30",18.9,133,34.86,134.34
"2000/07/03",18.9,132.94,34.85,134.28
"2000/07/04",18.89,132.91,34.83,134.25
"2000/07/05",18.9,132.94,34.85,134.28
"2000/07/06",18.91,133.05,34.86,134.4
"2000/07/07",18.91,133.06,34.86,134.41
"2000/07/10",18.91,133.02,34.87,134.37
"2000/07/11",18.92,133.1,34.89,134.44
"2000/07/12",18.91,133.02,34.86,134.36
"2000/07/13",18.91,133.04,34.88,134.38
"2000/07/14",18.91,133.02,34.87,134.36
"2000/07/17",18.9,132.99,34.87,134.34
"2000/07/18",18.91,133.02,34.89,134.37
"2000/07/19",18.91,133.05,34.91,134.39
"2000/07/20",18.91,133.06,34.91,134.4
"2000/07/21",18.91,133.06,34.91,134.41
"2000/07/24",18.92,133.1,34.92,134.44
"2000/07/25",18.92,133.08,34.91,134.43
"2000/07/26",18.92,133.09,34.91,134.44
"2000/07/27",18.93,133.17,34.94,134.51
"2000/07/28",18.93,133.17,34.92,134.51
"2000/07/31",18.93,133.16,34.94,134.5
"2000/08/01",18.93,133.17,34.93,134.52
"2000/08/02",18.93,133.2,34.94,134.54
"2000/08/03",18.94,133.23,34.96,134.57
"2000/08/04",18.94,133.23,34.93,134.57
"2000/08/07",18.94,133.24,34.95,134.59
"2000/08/08",18.94,133.25,34.94,134.6
"2000/08/09",18.94,133.27,34.97,134.61
"2000/08/10",18.95,133.31,34.96,134.66
"2000/08/11",18.95,133.35,34.97,134.7
"2000/08/14",18.96,133.36,34.97,134.71
"2000/08/15",18.96,133.36,34.96,134.71
"2000/08/16",18.96,133.37,34.97,134.71
"2000/08/17",18.96,133.41,34.99,134.75
"2000/08/18",18.96,133.42,35,134.76
"2000/08/21",18.96,133.42,35.01,134.77
"2000/08/22",18.97,133.44,34.99,134.78
"2000/08/23",18.97,133.45,35,134.8
"2000/08/24",18.97,133.49,35,134.84
"2000/08/25",18.98,133.5,35.01,134.85
"2000/08/28",18.98,133.53,35.03,134.88
"2000/08/29",18.98,133.55,35.04,134.9
"2000/08/30",18.98,133.55,35.04,134.9
"2000/08/31",18.99,133.62,35.05,134.97
"2000/09/01",18.99,133.62,35.05,134.97
"2000/09/04",18.99,133.62,35.02,134.97
"2000/09/05",19,133.69,35.06,135.04
"2000/09/06",19.03,133.89,35.1,135.24
"2000/09/07",19.03,133.87,35.09,135.22
"2000/09/08",19.02,133.82,35.09,135.17
"2000/09/11",19.04,133.94,35.13,135.3
"2000/09/12",19.03,133.86,35.09,135.21
"2000/09/13",19.01,133.75,35.05,135.11
"2000/09/14",19.02,133.84,35.05,135.19
"2000/09/15",19.02,133.84,35.05,135.19
"2000/09/18",19.03,133.91,35.06,135.27
"2000/09/19",19.06,134.09,35.11,135.45
"2000/09/20",19.06,134.13,35.13,135.49
"2000/09/21",19.08,134.27,35.18,135.63
"2000/09/22",19.12,134.49,35.25,135.84
"2000/09/25",19.11,134.47,35.27,135.83
"2000/09/26",19.12,134.55,35.26,135.91
"2000/09/27",19.14,134.66,35.27,136.02
"2000/09/28",19.18,134.91,35.36,136.28
"2000/09/29",19.17,134.85,35.34,136.22
"2000/10/02",19.19,134.98,35.4,136.34
"2000/10/03",19.13,134.6,35.31,135.96
"2000/10/04",19.13,134.57,35.29,135.93
"2000/10/05",19.12,134.51,35.32,135.87
"2000/10/06",19.1,134.36,35.27,135.72
"2000/10/09",19.08,134.21,35.23,135.57
"2000/10/10",19.06,134.13,35.21,135.49
"2000/10/11",19.09,134.34,35.27,135.69
"2000/10/12",19.11,134.47,35.31,135.83
"2000/10/13",19.12,134.51,35.32,135.86
"2000/10/16",19.13,134.6,35.35,135.96
"2000/10/17",19.11,134.42,35.31,135.78
"2000/10/18",19.13,134.58,35.35,135.94
"2000/10/19",19.1,134.41,35.32,135.77
"2000/10/20",19.09,134.29,35.29,135.65
"2000/10/24",19.09,134.28,35.28,135.64
"2000/10/25",19.09,134.29,35.29,135.64
"2000/10/26",19.1,134.39,35.3,135.75
"2000/10/27",19.12,134.55,35.35,135.91
"2000/10/30",19.13,134.61,35.37,135.97
"2000/10/31",19.12,134.55,35.35,135.91
"2000/11/02",19.13,134.59,35.36,135.95
"2000/11/03",19.17,134.88,35.07,136.24
"2000/11/06",19.17,134.87,35.41,136.24
"2000/11/07",19.17,134.9,35.39,136.27
"2000/11/08",19.19,135.01,35.43,136.38
"2000/11/09",19.19,135.01,35.42,136.37
"2000/11/10",19.19,135,35.4,136.36
"2000/11/13",19.2,135.07,35.43,136.44
"2000/11/14",19.19,134.99,35.39,136.35
"2000/11/15",19.16,134.78,35.33,136.14
"2000/11/16",19.15,134.73,35.31,136.09
"2000/11/17",19.18,134.93,35.38,136.29
"2000/11/20",19.18,134.92,35.38,136.28
"2000/11/21",19.21,135.15,35.44,136.52
"2000/11/22",19.2,135.06,35.4,136.42
"2000/11/23",19.19,134.99,35.38,136.35
"2000/11/24",19.23,135.29,35.47,136.66
"2000/11/27",19.23,135.28,35.48,136.65
"2000/11/28",19.24,135.35,35.49,136.72
"2000/11/29",19.26,135.5,35.53,136.87
"2000/11/30",19.25,135.44,35.52,136.81
"2000/12/01",19.26,135.52,35.55,136.89
"2000/12/04",19.26,135.52,35.56,136.89
"2000/12/05",19.27,135.55,35.56,136.92
"2000/12/06",19.27,135.57,35.57,136.94
"2000/12/07",19.27,135.54,35.56,136.91
"2000/12/08",19.28,135.62,35.56,136.99
"2000/12/11",19.28,135.64,35.59,137.01
"2000/12/12",19.29,135.69,35.6,137.06
"2000/12/13",19.25,135.4,35.52,136.77
"2000/12/14",19.24,135.36,35.51,136.73
"2000/12/15",19.24,135.36,35.51,136.73
"2000/12/18",19.23,135.28,35.48,136.65
"2000/12/19",19.23,135.31,35.52,136.68
"2000/12/20",19.22,135.24,35.47,136.61
"2000/12/21",19.22,135.24,35.45,136.6
"2000/12/22",19.25,135.42,35.5,136.79
"2000/12/27",19.25,135.4,35.48,136.77
"2000/12/28",19.31,135.83,35.61,137.21
"2000/12/29",19.25,135.46,35.5,136.83
