obs,ATS,DEM,DKK,ITL1000
"1991/08/07",6.27,44.24,11.39,58.96
"1991/08/08",6.27,44.16,11.4,59.03
"1991/08/09",6.29,44.3,11.44,59.12
"1991/08/10",6.27,44.14,11.39,58.89
"1991/08/11",6.27,44.14,11.39,58.89
"1991/08/12",6.27,44.14,11.39,58.89
"1991/08/13",6.25,44.02,11.37,58.75
"1991/08/14",6.26,44.03,11.38,58.73
"1991/08/15",6.23,43.86,11.33,58.57
"1991/08/16",6.24,43.82,11.32,58.5
"1991/08/17",6.22,43.73,11.32,58.41
"1991/08/18",6.22,43.73,11.32,58.41
"1991/08/19",6.22,43.73,11.32,58.41
"1991/08/20",6.22,43.73,11.32,58.41
"1991/08/21",6.22,43.73,11.32,58.41
"1991/08/22",6.14,43.17,11.19,57.93
"1991/08/23",6.22,43.8,11.33,58.54
"1991/08/24",6.23,43.86,11.35,58.68
"1991/08/25",6.23,43.86,11.35,58.68
"1991/08/26",6.23,43.86,11.35,58.68
"1991/08/27",6.21,43.7,11.32,58.5
"1991/08/28",6.21,43.69,11.33,58.54
"1991/08/29",6.2,43.59,11.31,58.49
"1991/08/30",6.24,43.93,11.38,58.86
"1991/08/31",6.23,43.82,11.33,58.7
"1991/09/01",6.23,43.82,11.33,58.7
"1991/09/02",6.23,43.82,11.33,58.7
"1991/09/03",6.22,43.74,11.34,58.63
"1991/09/04",6.23,43.84,11.36,58.75
"1991/09/05",6.24,43.88,11.37,58.82
"1991/09/06",6.23,43.84,11.36,58.8
"1991/09/07",6.24,43.86,11.37,58.83
"1991/09/08",6.24,43.86,11.37,58.83
"1991/09/09",6.24,43.86,11.37,58.83
"1991/09/10",6.29,44.27,11.47,59.31
"1991/09/11",6.32,44.48,11.51,59.43
"1991/09/12",6.31,44.41,11.5,59.34
"1991/09/13",6.33,44.53,11.53,59.44
"1991/09/14",6.32,44.48,11.52,59.41
"1991/09/15",6.32,44.48,11.52,59.41
"1991/09/16",6.32,44.48,11.52,59.41
"1991/09/17",6.33,44.54,11.54,59.53
"1991/09/18",6.36,44.81,11.59,59.82
"1991/09/19",6.35,44.64,11.57,59.71
"1991/09/20",6.33,44.57,11.53,59.54
"1991/09/21",6.32,44.44,11.51,59.41
"1991/09/22",6.32,44.44,11.51,59.41
"1991/09/23",6.32,44.44,11.51,59.41
"1991/09/24",6.34,44.72,11.59,59.7
"1991/09/25",6.35,44.69,11.58,59.69
"1991/09/26",6.35,44.66,11.57,59.72
"1991/09/27",6.33,44.55,11.55,59.6
"1991/09/28",6.34,44.57,11.54,59.61
"1991/09/29",6.34,44.57,11.54,59.61
"1991/09/30",6.34,44.57,11.54,59.61
"1991/10/01",6.38,44.88,11.63,60
"1991/10/02",6.37,44.8,11.61,59.87
"1991/10/03",6.37,44.86,11.63,59.98
"1991/10/04",6.38,44.91,11.64,60.03
"1991/10/05",6.38,44.88,11.64,59.99
"1991/10/06",6.38,44.88,11.64,59.99
"1991/10/07",6.38,44.88,11.64,59.99
"1991/10/08",6.35,44.65,11.59,59.76
"1991/10/09",6.34,44.61,11.58,59.75
"1991/10/10",6.3,44.29,11.49,59.26
"1991/10/11",6.33,44.5,11.55,59.55
"1991/10/12",6.32,44.47,11.53,59.47
"1991/10/13",6.32,44.47,11.53,59.47
"1991/10/14",6.32,44.47,11.53,59.47
"1991/10/15",6.32,44.49,11.54,59.48
"1991/10/16",6.29,44.28,11.5,59.22
"1991/10/17",6.3,44.31,11.5,59.27
"1991/10/18",6.3,44.35,11.51,59.33
"1991/10/19",6.31,44.43,11.54,59.47
"1991/10/20",6.31,44.43,11.54,59.47
"1991/10/21",6.31,44.43,11.54,59.47
"1991/10/22",6.33,44.56,11.53,59.56
"1991/10/23",6.31,44.42,11.49,59.36
"1991/10/24",6.31,44.42,11.49,59.36
"1991/10/25",6.31,44.35,11.45,59.34
"1991/10/26",6.31,44.42,11.47,59.45
"1991/10/27",6.31,44.42,11.47,59.45
"1991/10/28",6.31,44.42,11.47,59.45
"1991/10/29",6.29,44.27,11.44,59.24
"1991/10/30",6.28,44.2,11.4,59.14
"1991/10/31",6.33,44.56,11.5,59.57
"1991/11/01",6.36,44.71,11.53,59.75
"1991/11/02",6.4,44.77,11.54,59.8
"1991/11/03",6.4,44.77,11.54,59.8
"1991/11/04",6.4,44.77,11.54,59.8
"1991/11/05",6.42,45.17,11.65,60.23
"1991/11/06",6.42,45.2,11.66,60.33
"1991/11/07",6.43,45.27,11.67,60.39
"1991/11/08",6.81,47.91,12.35,63.86
"1991/11/09",6.79,47.73,12.32,63.55
"1991/11/10",6.79,47.73,12.32,63.55
"1991/11/11",6.79,47.73,12.32,63.55
"1991/11/12",6.78,47.74,12.31,63.52
"1991/11/13",6.82,47.92,12.36,63.77
"1991/11/14",6.8,47.88,12.34,63.65
"1991/11/15",6.82,47.98,12.35,63.72
"1991/11/16",6.82,48.01,12.36,63.63
"1991/11/17",6.82,48.01,12.36,63.63
"1991/11/18",6.82,48.01,12.36,63.63
"1991/11/19",6.87,48.37,12.44,64
"1991/11/20",6.87,48.38,12.45,64.07
"1991/11/21",6.88,48.45,12.47,64.14
"1991/11/22",6.88,48.42,12.47,64.12
"1991/11/23",6.9,48.57,12.49,64.29
"1991/11/24",6.9,48.57,12.49,64.29
"1991/11/25",6.9,48.57,12.49,64.29
"1991/11/26",6.94,48.87,12.57,64.54
"1991/11/27",6.92,48.7,12.54,64.44
"1991/11/28",6.88,48.46,12.46,64.19
"1991/11/29",6.87,48.34,12.43,64.02
"1991/11/30",6.82,48.01,12.35,63.74
"1991/12/01",6.82,48.01,12.35,63.74
"1991/12/02",6.82,48.01,12.35,63.74
"1991/12/03",6.87,48.37,12.45,64.17
"1991/12/04",6.86,48.3,12.42,64.03
"1991/12/05",6.88,48.44,12.45,64.1
"1991/12/06",6.91,48.59,12.49,64.25
"1991/12/07",6.92,48.76,12.52,64.45
"1991/12/08",6.92,48.76,12.52,64.45
"1991/12/09",6.94,48.92,12.57,64.58
"1991/12/10",6.97,49.03,12.61,64.77
"1991/12/11",6.91,48.63,12.5,64.36
"1991/12/12",6.94,48.89,12.57,64.77
"1991/12/13",6.94,48.82,12.55,64.64
"1991/12/16",6.93,48.76,12.54,64.55
"1991/12/17",6.94,48.84,12.55,64.69
"1991/12/18",6.95,48.92,12.57,64.76
"1991/12/19",6.94,48.87,12.56,64.7
"1991/12/20",6.99,49.23,12.64,64.95
"1991/12/23",7.05,49.69,12.77,65.58
"1991/12/27",7.12,50.07,12.84,66.08
"1991/12/30",7.07,49.97,12.82,65.84
"1991/12/31",7.07,49.83,12.79,65.84
"1992/01/02",7.07,49.77,12.79,65.71
"1992/01/03",7.04,49.55,12.74,65.59
"1992/01/06",6.99,49.51,12.73,65.61
"1992/01/07",7.08,49.8,12.82,65.94
"1992/01/08",7.09,49.94,12.85,66
"1992/01/09",7.06,49.68,12.81,65.74
"1992/01/10",6.99,49.12,12.66,64.91
"1992/01/13",6.95,48.89,12.59,64.74
"1992/01/14",6.96,48.94,12.63,64.85
"1992/01/15",6.9,48.54,12.53,64.4
"1992/01/16",6.85,48.16,12.41,63.84
"1992/01/17",6.83,48.01,12.39,63.8
"1992/01/20",6.91,48.57,12.52,64.48
"1992/01/21",6.91,48.62,12.54,64.6
"1992/01/22",6.9,48.58,12.53,64.56
"1992/01/23",6.9,48.56,12.53,64.59
"1992/01/24",6.85,48.2,12.43,64.06
"1992/01/27",6.87,48.31,12.46,64.25
"1992/01/28",6.86,48.29,12.46,64.3
"1992/01/29",6.91,48.58,12.53,64.61
"1992/01/30",6.86,48.33,12.47,64.29
"1992/01/31",6.84,48.12,12.42,64.08
"1992/02/03",6.86,48.33,12.48,64.29
"1992/02/04",6.87,48.37,12.48,64.4
"1992/02/05",6.9,48.53,12.52,64.56
"1992/02/06",6.94,48.76,12.57,64.78
"1992/02/07",6.92,48.66,12.55,64.63
"1992/02/10",6.96,48.99,12.63,65.09
"1992/02/11",6.93,48.77,12.58,64.76
"1992/02/12",6.88,48.43,12.49,64.45
"1992/02/13",6.87,48.39,12.47,64.38
"1992/02/14",6.83,48.04,12.4,63.94
"1992/02/17",6.85,48.16,12.44,64.15
"1992/02/18",6.8,47.87,12.36,63.82
"1992/02/19",6.77,47.64,12.31,63.53
"1992/02/20",6.75,47.48,12.27,63.33
"1992/02/21",6.78,47.71,12.31,63.61
"1992/02/24",6.74,47.43,12.24,63.24
"1992/02/25",6.77,47.63,12.29,63.51
"1992/02/26",6.75,47.47,12.25,63.28
"1992/02/27",6.77,47.68,12.3,63.55
"1992/02/28",6.79,47.79,12.34,63.7
"1992/03/02",6.78,47.71,12.31,63.57
"1992/03/03",6.78,47.57,12.28,63.44
"1992/03/04",6.74,47.45,12.24,63.32
"1992/03/05",6.72,47.29,12.2,63.13
"1992/03/06",6.72,47.29,12.2,63.1
"1992/03/09",6.74,47.39,12.23,63.23
"1992/03/10",6.74,47.43,12.24,63.28
"1992/03/11",6.72,47.27,12.19,63.09
"1992/03/12",6.73,47.39,12.21,63.2
"1992/03/13",6.72,47.29,12.19,63.11
"1992/03/16",6.85,48.23,12.43,64.25
"1992/03/17",6.89,48.51,12.5,64.39
"1992/03/18",6.9,48.56,12.5,64.56
"1992/03/19",6.88,48.45,12.47,64.36
"1992/03/20",6.85,48.18,12.41,64.06
"1992/03/23",6.84,48.16,12.41,64.08
"1992/03/24",6.85,48.2,12.41,64.14
"1992/03/25",6.88,48.44,12.47,64.3
"1992/03/26",6.89,48.5,12.49,64.3
"1992/03/27",6.87,48.33,12.46,64.2
"1992/03/30",6.92,48.65,12.54,64.49
"1992/03/31",6.9,48.56,12.52,64.35
"1992/04/01",6.9,48.57,12.51,64.39
"1992/04/02",6.88,48.46,12.49,64.21
"1992/04/03",6.93,48.76,12.56,64.59
"1992/04/06",6.95,48.9,12.6,64.75
"1992/04/07",6.94,48.88,12.59,64.7
"1992/04/08",6.96,48.98,12.62,64.91
"1992/04/09",6.93,48.76,12.56,64.64
"1992/04/10",6.95,48.89,12.6,64.77
"1992/04/13",6.91,48.62,12.54,64.65
"1992/04/14",6.89,48.49,12.5,64.41
"1992/04/15",6.87,48.37,12.48,64.33
"1992/04/16",6.87,48.33,12.48,64.29
"1992/04/17",6.85,48.21,12.44,64.12
"1992/04/21",6.85,48.21,12.44,64.12
"1992/04/22",6.84,48.18,12.45,64.17
"1992/04/23",6.86,48.25,12.47,64.22
"1992/04/24",6.87,48.4,12.5,64.29
"1992/04/27",6.87,48.36,12.52,64.27
"1992/04/28",6.87,48.33,12.51,64.32
"1992/04/29",6.87,48.4,12.52,64.33
"1992/04/30",6.87,48.36,12.5,64.3
"1992/05/04",6.89,48.48,12.53,64.5
"1992/05/05",6.89,48.49,12.53,64.52
"1992/05/06",6.91,48.62,12.57,64.75
"1992/05/07",6.92,48.74,12.61,64.79
"1992/05/08",6.92,48.68,12.6,64.7
"1992/05/11",6.89,48.53,12.54,64.51
"1992/05/12",6.92,48.71,12.59,64.68
"1992/05/13",6.94,48.87,12.66,64.92
"1992/05/14",6.96,49.01,12.69,65.07
"1992/05/15",6.94,48.83,12.66,64.9
"1992/05/18",6.98,49.15,12.74,65.27
"1992/05/19",7,49.27,12.77,65.46
"1992/05/20",7,49.25,12.75,65.42
"1992/05/21",6.98,49.13,12.71,65.28
"1992/05/22",6.95,49,12.67,65
"1992/05/25",6.95,48.98,12.68,65.01
"1992/05/26",6.96,49,12.68,65.01
"1992/05/27",6.94,48.82,12.66,64.8
"1992/05/28",6.92,48.69,12.62,64.65
"1992/05/29",6.97,49.02,12.73,65.09
"1992/06/01",6.99,49.19,12.79,65.31
"1992/06/02",6.96,48.98,12.72,65.01
"1992/06/03",6.97,49.05,12.69,65.07
"1992/06/04",6.99,49.22,12.74,65.09
"1992/06/05",7,49.31,12.72,65.29
"1992/06/08",7.01,49.35,12.78,65.24
"1992/06/09",7.03,49.5,12.79,65.42
"1992/06/10",7.01,49.34,12.79,65.21
"1992/06/11",7.02,49.38,12.81,65.29
"1992/06/12",7.05,49.6,12.86,65.56
"1992/06/15",7.05,49.71,12.89,65.65
"1992/06/16",7.05,49.59,12.89,65.58
"1992/06/17",7.07,49.81,12.93,65.86
"1992/06/18",7.03,49.48,12.86,65.33
"1992/06/19",7.06,49.73,12.91,65.62
"1992/06/22",7.04,49.68,12.89,65.58
"1992/06/23",7.08,49.83,12.95,65.89
"1992/06/24",7.2,50.67,13.18,66.99
"1992/06/25",7.23,50.83,13.23,67.17
"1992/06/26",7.24,50.99,13.28,67.43
"1992/06/29",7.28,51.23,13.33,67.73
"1992/06/30",7.29,51.3,13.36,67.85
"1992/07/01",7.31,51.46,13.37,68.04
"1992/07/02",7.3,51.38,13.36,67.79
"1992/07/03",7.32,51.49,13.4,67.94
"1992/07/06",7.28,51.44,13.36,67.98
"1992/07/07",7.36,51.79,13.42,68.53
"1992/07/08",7.39,51.99,13.52,68.81
"1992/07/09",7.37,51.84,13.45,68.54
"1992/07/10",7.34,51.71,13.43,68.25
"1992/07/13",7.4,52.12,13.54,68.83
"1992/07/14",7.4,52.05,13.53,68.75
"1992/07/15",7.4,52.09,13.52,68.71
"1992/07/16",7.41,52.18,13.55,68.58
"1992/07/17",7.43,52.33,13.58,68.91
"1992/07/20",7.49,52.7,13.67,69.22
"1992/07/21",7.39,51.97,13.48,68.22
"1992/07/22",7.39,52.06,13.51,68.44
"1992/07/23",7.39,52.04,13.51,68.69
"1992/07/24",7.4,52.06,13.52,68.61
"1992/07/27",7.4,52.05,13.52,68.82
"1992/07/28",7.41,52.13,13.54,68.85
"1992/07/29",7.43,52.31,13.59,69.16
"1992/07/30",7.4,52.06,13.53,68.79
"1992/07/31",7.42,52.22,13.57,69
"1992/08/03",7.43,52.3,13.59,69.23
"1992/08/04",7.42,52.21,13.57,69.1
"1992/08/05",7.42,52.24,13.57,69.07
"1992/08/06",7.4,52.06,13.52,68.85
"1992/08/07",7.38,52.21,13.55,69.03
"1992/08/10",7.44,52.39,13.6,69.22
"1992/08/11",7.45,52.54,13.63,69.42
"1992/08/12",7.45,52.39,13.61,69.25
"1992/08/13",7.46,52.5,13.62,69.17
"1992/08/14",7.47,52.55,13.64,69.14
"1992/08/17",7.44,52.43,13.62,69.08
"1992/08/18",7.48,52.6,13.65,69.3
"1992/08/19",7.48,52.62,13.64,69.35
"1992/08/24",7.58,53.4,13.81,70.08
"1992/08/25",7.63,53.74,13.89,70.37
"1992/08/26",7.63,53.82,13.9,70.43
"1992/08/27",7.61,53.54,13.88,70.07
"1992/08/28",7.64,53.76,13.9,70.27
"1992/08/31",7.63,53.7,13.88,70.26
"1992/09/01",7.66,53.91,13.93,70.53
"1992/09/02",7.68,54.06,13.95,70.71
"1992/09/03",7.67,53.97,13.93,70.52
"1992/09/04",7.6,53.2,13.76,69.52
"1992/09/07",7.63,53.68,13.89,70.36
"1992/09/08",7.65,53.9,13.94,70.57
"1992/09/09",7.63,53.78,13.93,70.34
"1992/09/10",7.59,53.46,13.83,69.81
"1992/09/11",7.57,53.21,13.75,69.5
"1992/09/14",7.44,52.43,13.61,66.1
"1992/09/15",7.48,52.7,13.66,65.57
"1992/09/16",7.48,52.6,13.62,64.72
"1992/09/17",7.5,52.81,13.57,62.27
"1992/09/18",7.54,52.83,13.55,63.09
"1992/09/21",7.55,53.06,13.68,62.99
"1992/09/22",7.57,53.32,13.6,63.34
"1992/09/23",7.51,52.85,13.64,62.79
"1992/09/24",7.54,53.06,13.66,63
"1992/09/25",7.6,53.44,13.8,63.39
"1992/09/28",7.59,53.44,13.81,63.59
"1992/09/29",7.69,54.07,13.99,64.1
"1992/09/30",7.77,54.65,14.11,62.63
"1992/10/01",7.75,54.46,14.07,62
"1992/10/02",7.74,54.43,14.06,61.9
"1992/10/05",7.84,55.14,14.15,59.54
"1992/10/06",7.77,54.66,14.07,57.46
"1992/10/07",7.74,54.43,14.04,58.72
"1992/10/08",7.6,53.49,13.79,60.3
"1992/10/09",7.6,53.43,13.84,60
"1992/10/12",7.6,53.47,13.83,60.18
"1992/10/13",7.57,53.21,13.81,60.48
"1992/10/14",7.61,53.53,13.9,60.57
"1992/10/15",7.64,53.77,13.92,60.66
"1992/10/16",7.63,53.68,13.88,60.97
"1992/10/19",7.57,53.23,13.81,60.75
"1992/10/20",7.5,52.76,13.7,60.3
"1992/10/21",7.49,52.67,13.69,59.49
"1992/10/22",7.48,52.59,13.67,59.93
"1992/10/26",7.41,52.1,13.54,60.16
"1992/10/27",7.44,52.34,13.61,60.36
"1992/10/28",7.42,52.21,13.58,60.45
"1992/10/29",7.41,52.16,13.56,60.47
"1992/10/30",7.42,52.2,13.57,60.9
"1992/11/02",7.4,52.05,13.54,60.54
"1992/11/03",7.32,51.53,13.43,60.17
"1992/11/04",7.34,51.63,13.45,60.58
"1992/11/05",7.32,51.48,13.4,60.25
"1992/11/06",7.3,51.32,13.38,59.9
"1992/11/09",7.42,52.17,13.61,60.94
"1992/11/10",7.42,52.19,13.61,61.07
"1992/11/11",7.44,52.34,13.65,61.26
"1992/11/12",7.44,52.31,13.65,61.1
"1992/11/13",7.47,52.55,13.68,61.48
"1992/11/16",7.43,52.31,13.66,61.25
"1992/11/17",7.39,51.98,13.57,60.99
"1992/11/18",7.43,52.24,13.62,61.24
"1992/11/19",7.44,52.29,13.61,61.15
"1992/11/20",7.44,52.34,13.56,60.52
"1992/11/23",7.39,51.94,13.37,59.99
"1992/11/24",7.42,52.15,13.4,60.06
"1992/11/25",7.42,52.16,13.48,60.29
"1992/11/26",7.41,52.14,13.47,60.08
"1992/11/27",7.4,52.07,13.48,59.53
"1992/11/30",7.41,52.15,13.48,59.51
"1992/12/01",7.45,52.37,13.5,59.1
"1992/12/02",7.47,52.52,13.52,59.31
"1992/12/03",7.46,52.43,13.5,59.52
"1992/12/04",7.45,52.38,13.5,59.45
"1992/12/07",7.42,52.2,13.45,59.54
"1992/12/08",7.49,52.68,13.59,59.84
"1992/12/09",7.47,52.52,13.59,59.54
"1992/12/10",7.45,52.43,13.54,59.01
"1992/12/11",7.45,52.42,13.46,59.12
"1992/12/14",7.46,52.48,13.57,59.24
"1992/12/15",7.47,52.53,13.64,58.7
"1992/12/16",7.51,52.79,13.7,58.47
"1992/12/17",7.55,53.11,13.73,58.84
"1992/12/18",7.5,52.77,13.66,58.51
"1992/12/21",7.5,52.73,13.66,58.68
"1992/12/22",7.46,52.5,13.58,58.57
"1992/12/23",7.45,52.33,13.56,58.39
"1992/12/28",7.42,52.19,13.51,58.19
"1992/12/29",7.38,51.88,13.44,56.87
"1992/12/30",7.39,51.97,13.45,57.08
"1992/12/31",7.39,51.96,13.44,56.83
"1993/01/04",7.35,51.69,13.32,56.21
"1993/01/05",7.34,51.61,13.31,54.89
"1993/01/06",7.35,51.67,13.34,54.96
"1993/01/07",7.34,51.59,13.34,54.94
"1993/01/08",7.3,51.36,13.29,55.63
"1993/01/11",7.32,51.5,13.32,56.21
"1993/01/12",7.33,51.55,13.34,56.88
"1993/01/13",7.33,51.53,13.34,55.65
"1993/01/14",7.35,51.7,13.38,55.89
"1993/01/15",7.34,51.67,13.37,55.97
"1993/01/18",7.34,51.65,13.41,56.4
"1993/01/19",7.37,51.81,13.45,56.29
"1993/01/20",7.38,51.89,13.5,56.72
"1993/01/21",7.37,51.83,13.5,56.68
"1993/01/22",7.39,51.92,13.52,56.28
"1993/01/25",7.43,52.26,13.6,56.67
"1993/01/26",7.46,52.48,13.65,57.06
"1993/01/27",7.46,52.44,13.64,56.87
"1993/01/28",7.48,52.63,13.63,56.33
"1993/01/29",7.44,52.33,13.56,55.96
"1993/02/01",7.39,51.95,13.49,55.96
"1993/02/02",7.35,51.69,13.41,55.75
"1993/02/03",7.33,51.56,13.24,55.39
"1993/02/04",7.33,51.53,13.22,55.32
"1993/02/05",7.28,51.23,13.36,55.58
"1993/02/08",7.3,51.35,13.48,55.64
"1993/02/09",7.3,51.34,13.43,55.48
"1993/02/10",7.33,51.53,13.46,55.59
"1993/02/11",7.29,51.3,13.38,54.91
"1993/02/12",7.47,52.52,13.7,56.29
"1993/02/15",7.44,52.32,13.66,56.03
"1993/02/16",7.47,52.51,13.7,55.86
"1993/02/17",7.52,52.89,13.76,55.58
"1993/02/18",7.49,52.71,13.74,55.56
"1993/02/19",7.5,52.75,13.76,55.22
"1993/02/22",7.51,52.83,13.79,55.04
"1993/02/23",7.53,52.97,13.78,54.58
"1993/02/24",7.57,53.25,13.84,53.96
"1993/02/25",7.53,52.99,13.81,54.58
"1993/02/26",7.5,52.78,13.76,54.7
"1993/03/01",7.46,52.52,13.69,54.8
"1993/03/02",7.48,52.61,13.73,55.08
"1993/03/03",7.5,52.75,13.75,55.08
"1993/03/04",7.47,52.56,13.7,55.17
"1993/03/05",7.48,52.56,13.7,55.28
"1993/03/08",7.43,52.27,13.62,54.98
"1993/03/09",7.44,52.32,13.64,54.2
"1993/03/10",7.44,52.32,13.64,53.9
"1993/03/11",7.42,52.18,13.6,53.94
"1993/03/12",7.44,52.32,13.63,54.18
"1993/03/16",7.44,52.36,13.61,54.18
"1993/03/17",7.45,52.37,13.63,54.31
"1993/03/18",7.44,52.31,13.62,54.15
"1993/03/19",7.5,52.72,13.69,54.38
"1993/03/22",7.51,52.79,13.71,54.52
"1993/03/23",7.52,52.87,13.76,54.62
"1993/03/24",7.52,52.88,13.75,54.51
"1993/03/25",7.51,52.79,13.74,53.95
"1993/03/26",7.71,54.25,14.11,55.46
"1993/03/29",7.76,54.54,14.18,55.06
"1993/03/30",7.75,54.48,14.18,54.64
"1993/03/31",7.77,54.67,14.24,55.35
"1993/04/01",7.77,54.63,14.21,54.97
"1993/04/02",7.84,55.08,14.33,54.87
"1993/04/05",7.81,54.96,14.29,55.19
"1993/04/06",7.8,54.83,14.26,55.13
"1993/04/07",7.78,54.72,14.24,55.35
"1993/04/08",7.76,54.59,14.21,55.77
"1993/04/09",7.78,54.71,14.24,55.97
"1993/04/13",7.81,54.95,14.31,56.67
"1993/04/14",7.83,55.09,14.35,56.96
"1993/04/15",7.8,54.84,14.29,56.73
"1993/04/16",7.78,54.7,14.24,57.11
"1993/04/19",7.76,54.52,14.22,57.16
"1993/04/20",7.82,55.02,14.35,57.5
"1993/04/21",7.79,54.78,14.28,57.21
"1993/04/22",7.79,54.78,14.29,57.25
"1993/04/23",7.8,54.88,14.32,58.2
"1993/04/26",7.85,55.23,14.4,58.99
"1993/04/27",7.84,55.18,14.35,59.1
"1993/04/28",7.79,54.82,14.23,58.67
"1993/04/29",7.82,55.04,14.3,59.07
"1993/04/30",7.83,55.08,14.31,58.46
"1993/05/03",7.8,54.93,14.28,58.79
"1993/05/04",7.84,55.16,14.35,59.08
"1993/05/05",7.85,55.21,14.39,59.51
"1993/05/06",7.83,55.08,14.31,59.58
"1993/05/07",7.84,55.14,14.31,59.89
"1993/05/10",7.81,54.92,14.25,59.85
"1993/05/11",7.76,54.54,14.13,58.95
"1993/05/12",7.75,54.53,14.15,59.03
"1993/05/13",7.76,54.59,14.17,59.14
"1993/05/14",7.77,54.67,14.18,59.28
"1993/05/17",7.77,54.65,14.22,59.72
"1993/05/18",7.73,54.36,14.17,59.4
"1993/05/19",7.74,54.41,14.2,59.83
"1993/05/20",7.72,54.33,14.19,59.8
"1993/05/21",7.71,54.25,14.18,59.81
"1993/05/24",7.68,53.99,14.11,59.48
"1993/05/25",7.69,54.08,14.13,59.36
"1993/05/26",7.7,54.17,14.16,59.47
"1993/05/27",7.74,54.42,14.21,59.33
"1993/05/28",7.79,54.81,14.31,59.37
"1993/06/01",7.81,54.96,14.33,59.39
"1993/06/02",7.81,54.99,14.35,59.93
"1993/06/03",7.79,54.78,14.31,59.91
"1993/06/04",7.79,54.83,14.32,59.93
"1993/06/07",7.87,55.34,14.46,60.8
"1993/06/08",7.88,55.4,14.48,60.77
"1993/06/09",7.85,55.23,14.44,60.87
"1993/06/10",7.84,55.13,14.42,60.48
"1993/06/11",7.86,55.26,14.46,60.53
"1993/06/14",7.87,55.36,14.48,60.9
"1993/06/15",7.85,55.28,14.47,60.79
"1993/06/16",7.82,54.99,14.38,60.53
"1993/06/17",7.79,54.8,14.33,60.32
"1993/06/18",7.77,54.64,14.28,60.22
"1993/06/21",7.7,54.2,14.17,59.75
"1993/06/22",7.71,54.24,14.18,60.12
"1993/06/23",7.68,54.02,14.12,59.89
"1993/06/24",7.67,53.97,14.08,59.83
"1993/06/25",7.67,53.94,14.05,59.68
"1993/06/28",7.65,53.82,14.03,59.37
"1993/06/29",7.69,54.08,14.08,59.41
"1993/06/30",7.71,54.2,14.09,59.63
"1993/07/01",7.66,53.86,14.01,59.33
"1993/07/02",7.7,54.18,14.07,59.52
"1993/07/05",7.69,54.09,14.05,59.78
"1993/07/06",7.67,53.96,14.04,59.33
"1993/07/07",7.7,54.15,14.06,59.5
"1993/07/08",7.68,54.05,14.03,59.35
"1993/07/09",7.88,55.49,14.39,60.36
"1993/07/12",7.85,55.22,14.22,59.98
"1993/07/13",7.88,55.39,14.27,60.28
"1993/07/14",7.86,55.31,14.21,60.03
"1993/07/15",7.89,55.46,14.27,59.76
"1993/07/16",7.89,55.46,14.23,60
"1993/07/19",7.91,55.61,14.35,60.19
"1993/07/20",7.93,55.74,14.41,60.01
"1993/07/21",7.94,55.84,14.46,59.64
"1993/07/22",7.93,55.8,14.39,59.09
"1993/07/23",7.91,55.6,14.31,59.23
"1993/07/26",7.89,55.46,14.27,59.68
"1993/07/27",7.9,55.54,14.29,59.49
"1993/07/28",7.9,55.58,14.28,59.55
"1993/07/29",7.9,55.54,14.29,59.77
"1993/07/30",7.88,55.45,14.22,59.69
"1993/08/02",7.9,55.55,13.89,59.23
"1993/08/03",7.94,55.86,14,59.76
"1993/08/04",7.95,55.94,14.14,59.94
"1993/08/05",7.95,55.88,14.14,59.66
"1993/08/06",7.95,55.89,14.09,59.55
"1993/08/09",7.97,56.08,13.93,59.2
"1993/08/10",7.96,56.02,13.75,58.78
"1993/08/11",7.93,55.84,13.72,59.24
"1993/08/12",7.93,55.79,13.68,59.19
"1993/08/13",7.94,55.86,13.53,58.93
"1993/08/16",7.96,55.98,13.52,58.74
"1993/08/17",8,56.24,13.64,59.26
"1993/08/18",7.99,56.2,13.73,59.37
"1993/08/19",8.01,56.33,13.73,59.3
"1993/08/23",8.02,56.43,13.75,59.53
"1993/08/24",8.01,56.34,13.72,59.45
"1993/08/25",8.01,56.33,13.72,59.42
"1993/08/26",8.01,56.36,13.72,59.45
"1993/08/27",8.05,56.58,13.72,59.16
"1993/08/30",8.05,56.63,13.75,59.09
"1993/08/31",8.05,56.6,13.77,59.18
"1993/09/01",8.05,56.64,13.75,59.14
"1993/09/02",8.09,56.88,13.77,58.95
"1993/09/03",8.1,56.97,13.79,58.63
"1993/09/06",8.18,57.52,13.93,58.64
"1993/09/07",8.17,57.46,13.95,59.52
"1993/09/08",8.17,57.46,13.93,59.27
"1993/09/09",8.17,57.49,13.89,59.46
"1993/09/10",8.2,57.67,13.93,59.74
"1993/09/13",8.21,57.74,14.03,60.16
"1993/09/14",8.18,57.52,14.01,60.34
"1993/09/15",8.21,57.77,14.07,60.39
"1993/09/16",8.23,57.91,14.17,60.09
"1993/09/17",8.19,57.61,14.1,59.65
"1993/09/20",8.18,57.51,14.08,59.4
"1993/09/21",8.21,57.73,14.09,59.49
"1993/09/22",8.15,57.31,14.06,59.24
"1993/09/23",8.15,57.29,14.12,59.01
"1993/09/24",8.09,56.86,14.07,58.98
"1993/09/27",8.14,57.28,14.14,59.11
"1993/09/28",8.14,57.22,14.09,59.04
"1993/09/29",8.56,60.19,14.83,61.43
"1993/09/30",8.54,60.06,14.86,61.47
"1993/10/01",8.49,59.68,14.77,61.32
